request#,latency_ms,success
4290,4.46,yes
4291,4.52,yes
4292,4.83,yes
4293,4.79,yes
4294,4.78,yes
4295,4.63,yes
4296,4.56,yes
4297,4.48,yes
4298,4.45,yes
4299,4.40,yes
4300,4.76,yes
4301,4.57,yes
4302,3.84,yes
4303,5.15,yes
4304,4.45,yes
4305,4.51,yes
4306,4.55,yes
4307,4.47,yes
4308,5.43,yes
4309,4.65,yes
4310,4.61,yes
4311,4.77,yes
4312,4.58,yes
4313,4.57,yes
4314,4.71,yes
4315,4.70,yes
4316,4.54,yes
4317,4.51,yes
4318,3.66,yes
4319,4.55,yes
4320,4.58,yes
4321,4.55,yes
4322,4.62,yes
4323,4.54,yes
4324,4.68,yes
4325,4.59,yes
4326,4.74,yes
4327,4.91,yes
4328,4.59,yes
4329,4.57,yes
4330,4.66,yes
4331,4.63,yes
4332,4.69,yes
4333,5.01,yes
4334,4.66,yes
4335,4.67,yes
4336,5.78,yes
4337,4.88,yes
4338,4.57,yes
4339,4.68,yes
4340,3.47,yes
4341,4.63,yes
4342,4.50,yes
4343,4.58,yes
4344,4.82,yes
4345,4.47,yes
4346,4.48,yes
4347,4.61,yes
4348,4.55,yes
4349,4.65,yes
4350,4.61,yes
4351,4.89,yes
4352,4.63,yes
4353,4.91,yes
4354,4.40,yes
4355,4.76,yes
4356,4.55,yes
4357,4.68,yes
4358,4.33,yes
4359,4.81,yes
4360,4.56,yes
4361,4.54,yes
4362,4.90,yes
4363,4.63,yes
4364,4.61,yes
4365,4.47,yes
4366,4.45,yes
4367,4.44,yes
4368,4.44,yes
4369,4.47,yes
4370,4.40,yes
4371,5.00,yes
4372,4.57,yes
4373,4.57,yes
4374,4.37,yes
4375,4.53,yes
4376,5.22,yes
4377,4.52,yes
4378,4.38,yes
4379,5.06,yes
4380,4.68,yes
4381,4.46,yes
4382,4.44,yes
4383,4.45,yes
4384,4.58,yes
4385,4.54,yes
4386,4.56,yes
4387,5.45,yes
4388,4.44,yes
4389,4.48,yes
4390,4.84,yes
4391,4.50,yes
4392,4.30,yes
4393,4.36,yes
4394,4.47,yes
4395,4.54,yes
4396,4.73,yes
4397,4.67,yes
4398,4.67,yes
4399,4.55,yes
4400,4.51,yes
4401,4.47,yes
4402,4.79,yes
4403,4.44,yes
4404,4.54,yes
4405,4.50,yes
4406,4.68,yes
4407,4.50,yes
4408,4.91,yes
4409,4.53,yes
4410,4.51,yes
4411,4.63,yes
4412,4.51,yes
4413,4.69,yes
4414,4.41,yes
4415,4.58,yes
4416,4.51,yes
4417,4.55,yes
4418,4.44,yes
4419,4.57,yes
4420,4.51,yes
4421,4.49,yes
4422,4.53,yes
4423,4.52,yes
4424,4.46,yes
4425,5.62,yes
4426,4.58,yes
4427,5.02,yes
4428,4.98,yes
4429,4.49,yes
4430,5.94,yes
4431,4.44,yes
4432,4.47,yes
4433,4.68,yes
4434,4.57,yes
4435,4.55,yes
4436,4.45,yes
4437,5.42,yes
4438,4.58,yes
4439,4.45,yes
4440,4.52,yes
4441,4.62,yes
4442,4.48,yes
4443,5.12,yes
4444,4.47,yes
4445,4.68,yes
4446,4.46,yes
4447,4.63,yes
4448,4.52,yes
4449,4.90,yes
4450,4.45,yes
4451,4.61,yes
4452,4.50,yes
4453,4.39,yes
4454,4.97,yes
4455,4.70,yes
4456,4.46,yes
4457,4.65,yes
4458,4.58,yes
4459,4.49,yes
4460,4.51,yes
4461,4.59,yes
4462,4.52,yes
4463,4.54,yes
4464,4.61,yes
4465,4.46,yes
4466,4.45,yes
4467,4.58,yes
4468,4.47,yes
4469,4.73,yes
4470,4.58,yes
4471,5.55,yes
4472,4.46,yes
4473,4.41,yes
4474,4.51,yes
4475,4.48,yes
4476,4.91,yes
4477,4.61,yes
4478,4.93,yes
4479,4.57,yes
4480,4.84,yes
4481,4.59,yes
4482,4.51,yes
4483,5.18,yes
4484,4.17,yes
4485,4.45,yes
4486,4.50,yes
4487,4.61,yes
4488,4.37,yes
4489,4.57,yes
4490,3.24,yes
4491,4.55,yes
4492,4.57,yes
4493,4.52,yes
4494,4.51,yes
4495,4.71,yes
4496,4.32,yes
4497,4.60,yes
4498,4.43,yes
4499,5.19,yes
4500,4.71,yes
4501,4.85,yes
4502,4.52,yes
4503,4.76,yes
4504,4.42,yes
4505,5.13,yes
4506,4.56,yes
4507,4.59,yes
4508,4.40,yes
4509,4.62,yes
4510,3.18,yes
4511,4.60,yes
4512,4.45,yes
4513,4.51,yes
4514,4.99,yes
4515,4.41,yes
4516,4.47,yes
4517,4.48,yes
4518,4.47,yes
4519,4.52,yes
4520,4.46,yes
4521,4.88,yes
4522,4.97,yes
4523,4.58,yes
4524,4.80,yes
4525,4.53,yes
4526,5.26,yes
4527,5.21,yes
4528,4.42,yes
4529,5.13,yes
4530,4.83,yes
4531,4.46,yes
4532,4.62,yes
4533,3.75,yes
4534,4.49,yes
4535,4.33,yes
4536,4.50,yes
4537,4.42,yes
4538,4.44,yes
4539,4.55,yes
4540,4.52,yes
4541,4.73,yes
4542,4.79,yes
4543,5.80,yes
4544,4.52,yes
4545,4.55,yes
4546,4.56,yes
4547,4.53,yes
4548,4.71,yes
4549,4.62,yes
4550,4.43,yes
4551,4.47,yes
4552,4.49,yes
4553,4.75,yes
4554,4.50,yes
4555,4.40,yes
4556,4.49,yes
4557,4.50,yes
4558,4.47,yes
4559,4.54,yes
4560,4.38,yes
4561,4.55,yes
4562,4.52,yes
4563,4.45,yes
4564,4.48,yes
4565,4.60,yes
4566,4.46,yes
4567,4.98,yes
4568,4.53,yes
4569,4.35,yes
4570,4.57,yes
4571,4.52,yes
4572,4.37,yes
4573,4.38,yes
4574,5.08,yes
4575,4.59,yes
4576,4.49,yes
4577,4.47,yes
4578,4.66,yes
4579,4.50,yes
4580,4.48,yes
4581,4.83,yes
4582,4.50,yes
4583,4.62,yes
4584,4.57,yes
4585,4.35,yes
4586,4.31,yes
4587,4.38,yes
4588,4.32,yes
4589,4.43,yes
4590,4.68,yes
4591,4.56,yes
4592,4.75,yes
4593,4.45,yes
4594,4.48,yes
4595,4.46,yes
4596,4.43,yes
4597,3.24,yes
4598,4.59,yes
4599,4.62,yes
4600,4.47,yes
4601,4.55,yes
4602,4.54,yes
4603,4.95,yes
4604,4.52,yes
4605,5.59,yes
4606,4.50,yes
4607,4.26,yes
4608,4.34,yes
4609,4.31,yes
4610,4.40,yes
4611,4.55,yes
4612,4.42,yes
4613,4.50,yes
4614,4.75,yes
4615,4.47,yes
4616,4.72,yes
4617,5.22,yes
4618,4.38,yes
4619,4.42,yes
4620,4.53,yes
4621,4.45,yes
4622,4.48,yes
4623,5.59,yes
4624,4.38,yes
4625,4.38,yes
4626,4.42,yes
4627,4.84,yes
4628,4.34,yes
4629,4.43,yes
4630,4.33,yes
4631,4.49,yes
4632,4.38,yes
4633,4.42,yes
4634,4.77,yes
4635,4.46,yes
4636,4.92,yes
4637,5.67,yes
4638,4.41,yes
4639,4.45,yes
4640,4.45,yes
4641,4.68,yes
4642,4.60,yes
4643,5.09,yes
4644,5.15,yes
4645,4.57,yes
4646,4.48,yes
4647,4.44,yes
4648,4.49,yes
4649,4.64,yes
4650,4.48,yes
4651,4.49,yes
4652,4.43,yes
4653,4.63,yes
4654,4.30,yes
4655,4.53,yes
4656,4.46,yes
4657,4.57,yes
4658,4.71,yes
4659,4.74,yes
4660,4.50,yes
4661,5.60,yes
4662,4.40,yes
4663,4.72,yes
4664,4.43,yes
4665,4.42,yes
4666,4.88,yes
4667,4.42,yes
4668,4.39,yes
4669,4.42,yes
4670,4.53,yes
4671,4.61,yes
4672,4.60,yes
4673,5.34,yes
4674,4.48,yes
4675,4.48,yes
4676,5.15,yes
4677,4.54,yes
4678,4.48,yes
4679,4.53,yes
4680,4.48,yes
4681,4.33,yes
4682,5.50,yes
4683,5.06,yes
4684,4.51,yes
4685,4.82,yes
4686,4.64,yes
4687,4.41,yes
4688,4.92,yes
4689,4.48,yes
4690,4.51,yes
4691,4.51,yes
4692,4.52,yes
4693,4.21,yes
4694,4.50,yes
4695,4.79,yes
4696,4.65,yes
4697,4.60,yes
4698,4.44,yes
4699,4.68,yes
4700,6.38,yes
4701,4.74,yes
4702,4.64,yes
4703,4.65,yes
4704,4.76,yes
4705,4.63,yes
4706,4.88,yes
4707,4.55,yes
4708,4.70,yes
4709,4.59,yes
4710,4.61,yes
4711,4.69,yes
4712,5.33,yes
4713,4.50,yes
4714,4.75,yes
4715,5.44,yes
4716,4.74,yes
4717,4.68,yes
4718,4.69,yes
4719,4.53,yes
4720,4.83,yes
4721,4.58,yes
4722,4.82,yes
4723,4.79,yes
4724,4.89,yes
4725,4.52,yes
4726,4.61,yes
4727,4.56,yes
4728,4.45,yes
4729,4.47,yes
4730,4.60,yes
4731,4.50,yes
4732,4.64,yes
4733,4.64,yes
4734,4.63,yes
4735,4.64,yes
4736,4.74,yes
4737,4.71,yes
4738,5.24,yes
4739,4.95,yes
4740,4.13,yes
4741,4.66,yes
4742,5.42,yes
4743,4.53,yes
4744,4.42,yes
4745,4.36,yes
4746,4.36,yes
4747,4.53,yes
4748,4.63,yes
4749,3.36,yes
4750,4.35,yes
4751,4.50,yes
4752,4.41,yes
4753,4.58,yes
4754,4.43,yes
4755,4.36,yes
4756,4.82,yes
4757,4.51,yes
4758,4.49,yes
4759,4.52,yes
4760,4.67,yes
4761,4.45,yes
4762,5.13,yes
4763,4.71,yes
4764,4.40,yes
4765,4.54,yes
4766,4.52,yes
4767,4.83,yes
4768,4.53,yes
4769,4.33,yes
4770,4.48,yes
4771,4.69,yes
4772,4.42,yes
4773,4.42,yes
4774,4.87,yes
4775,4.39,yes
4776,5.28,yes
4777,4.87,yes
4778,4.58,yes
4779,4.58,yes
4780,5.35,yes
4781,4.51,yes
4782,4.46,yes
4783,4.48,yes
4784,4.64,yes
4785,4.43,yes
4786,4.52,yes
4787,4.48,yes
4788,4.49,yes
4789,4.57,yes
4790,4.46,yes
4791,4.47,yes
4792,4.57,yes
4793,4.53,yes
4794,4.62,yes
4795,4.38,yes
4796,4.48,yes
4797,4.46,yes
4798,5.01,yes
4799,4.43,yes
4800,5.43,yes
4801,4.55,yes
4802,4.53,yes
4803,4.70,yes
4804,4.69,yes
4805,4.59,yes
4806,4.54,yes
4807,4.62,yes
4808,4.57,yes
4809,4.59,yes
4810,4.90,yes
4811,4.58,yes
4812,5.19,yes
4813,5.19,yes
4814,4.65,yes
4815,4.51,yes
4816,4.56,yes
4817,4.51,yes
4818,4.45,yes
4819,4.52,yes
4820,4.51,yes
4821,4.75,yes
4822,4.88,yes
4823,4.40,yes
4824,4.41,yes
4825,4.82,yes
4826,4.89,yes
4827,4.62,yes
4828,4.59,yes
4829,4.49,yes
4830,4.48,yes
4831,5.01,yes
4832,4.47,yes
4833,4.54,yes
4834,4.49,yes
4835,4.55,yes
4836,5.41,yes
4837,4.87,yes
4838,4.57,yes
4839,4.81,yes
4840,4.74,yes
4841,4.48,yes
4842,4.52,yes
4843,4.54,yes
4844,4.60,yes
4845,4.65,yes
4846,4.66,yes
4847,4.52,yes
4848,4.59,yes
4849,4.41,yes
4850,4.49,yes
4851,4.52,yes
4852,4.50,yes
4853,4.49,yes
4854,4.45,yes
4855,4.61,yes
4856,4.65,yes
4857,4.75,yes
4858,4.49,yes
4859,5.15,yes
4860,4.42,yes
4861,4.39,yes
4862,4.51,yes
4863,4.46,yes
4864,5.01,yes
4865,5.22,yes
4866,4.55,yes
4867,4.45,yes
4868,4.73,yes
4869,4.49,yes
4870,4.61,yes
4871,4.46,yes
4872,4.50,yes
4873,4.47,yes
4874,4.52,yes
4875,4.45,yes
4876,4.67,yes
4877,4.56,yes
4878,4.51,yes
4879,4.51,yes
4880,4.52,yes
4881,5.18,yes
4882,6.04,yes
4883,4.59,yes
4884,4.44,yes
4885,4.31,yes
4886,4.47,yes
4887,4.54,yes
4888,4.57,yes
4889,4.49,yes
4890,4.47,yes
4891,4.53,yes
4892,4.41,yes
4893,4.48,yes
4894,4.45,yes
4895,4.46,yes
4896,4.45,yes
4897,4.84,yes
4898,4.40,yes
4899,4.37,yes
4900,4.98,yes
4901,4.91,yes
4902,4.54,yes
4903,4.74,yes
4904,4.35,yes
4905,4.54,yes
4906,4.77,yes
4907,4.49,yes
4908,4.48,yes
4909,4.51,yes
4910,4.60,yes
4911,4.52,yes
4912,4.49,yes
4913,5.76,yes
4914,4.58,yes
4915,4.60,yes
4916,5.06,yes
4917,4.71,yes
4918,6.40,yes
4919,4.51,yes
4920,4.59,yes
4921,4.46,yes
4922,4.43,yes
4923,4.56,yes
4924,4.52,yes
4925,4.67,yes
4926,4.49,yes
4927,4.50,yes
4928,4.22,yes
4929,4.40,yes
4930,4.55,yes
4931,4.57,yes
4932,4.74,yes
4933,5.01,yes
4934,4.77,yes
4935,4.47,yes
4936,4.49,yes
4937,4.57,yes
4938,4.47,yes
4939,4.43,yes
4940,4.47,yes
4941,4.48,yes
4942,4.50,yes
4943,4.67,yes
4944,4.80,yes
4945,4.57,yes
4946,4.48,yes
4947,4.58,yes
4948,4.46,yes
4949,4.82,yes
4950,4.57,yes
4951,4.48,yes
4952,4.51,yes
4953,4.50,yes
4954,4.48,yes
4955,4.55,yes
4956,4.68,yes
4957,4.66,yes
4958,4.47,yes
4959,4.50,yes
4960,4.27,yes
4961,2.81,yes
4962,4.59,yes
4963,4.57,yes
4964,4.49,yes
4965,4.62,yes
4966,4.77,yes
4967,4.49,yes
4968,4.60,yes
4969,4.47,yes
4970,5.20,yes
4971,4.54,yes
4972,5.47,yes
4973,4.53,yes
4974,4.41,yes
4975,4.52,yes
4976,4.51,yes
4977,4.52,yes
4978,4.99,yes
4979,5.45,yes
4980,4.56,yes
4981,4.58,yes
4982,4.53,yes
4983,4.47,yes
4984,4.42,yes
4985,4.51,yes
4986,4.60,yes
4987,4.40,yes
4988,4.57,yes
4989,4.47,yes
4990,4.44,yes
4991,4.40,yes
4992,4.46,yes
4993,4.57,yes
4994,4.52,yes
4995,4.52,yes
4996,4.54,yes
4997,4.57,yes
4998,4.60,yes
4999,5.57,yes
5000,5.90,yes
5001,4.69,yes
5002,4.95,yes
5003,4.47,yes
5004,4.48,yes
5005,4.64,yes
5006,4.71,yes
5007,4.48,yes
5008,5.53,yes
5009,4.42,yes
5010,4.83,yes
5011,4.57,yes
5012,4.84,yes
5013,4.41,yes
5014,4.77,yes
5015,4.72,yes
5016,5.28,yes
5017,4.58,yes
5018,4.46,yes
5019,4.30,yes
5020,3.47,yes
5021,5.42,yes
5022,4.69,yes
5023,4.51,yes
5024,4.51,yes
5025,4.50,yes
5026,4.38,yes
5027,4.53,yes
5028,4.49,yes
5029,4.54,yes
5030,4.48,yes
5031,5.13,yes
5032,4.60,yes
5033,4.75,yes
5034,4.81,yes
5035,5.20,yes
5036,4.54,yes
5037,4.51,yes
5038,4.71,yes
5039,4.58,yes
5040,4.61,yes
5041,4.51,yes
5042,4.63,yes
5043,4.45,yes
5044,4.52,yes
5045,4.54,yes
5046,4.50,yes
5047,4.52,yes
5048,4.77,yes
5049,4.46,yes
5050,4.46,yes
5051,5.38,yes
5052,4.87,yes
5053,4.60,yes
5054,4.45,yes
5055,4.54,yes
5056,4.47,yes
5057,5.34,yes
5058,4.52,yes
5059,4.44,yes
5060,4.45,yes
5061,5.50,yes
5062,3.45,yes
5063,4.48,yes
5064,4.45,yes
5065,4.85,yes
5066,4.58,yes
5067,4.54,yes
5068,4.55,yes
5069,4.98,yes
5070,4.43,yes
5071,4.72,yes
5072,4.61,yes
5073,4.80,yes
5074,4.55,yes
5075,4.37,yes
5076,4.53,yes
5077,4.50,yes
5078,4.38,yes
5079,5.04,yes
5080,4.52,yes
5081,4.49,yes
5082,4.57,yes
5083,5.11,yes
5084,4.52,yes
5085,4.45,yes
5086,4.44,yes
5087,4.41,yes
5088,4.45,yes
5089,4.45,yes
5090,4.66,yes
5091,4.48,yes
5092,4.48,yes
5093,4.48,yes
5094,4.43,yes
5095,4.80,yes
5096,4.53,yes
5097,4.41,yes
5098,5.30,yes
5099,4.40,yes
5100,4.53,yes
5101,4.49,yes
5102,4.90,yes
5103,4.59,yes
5104,4.48,yes
5105,4.32,yes
5106,4.47,yes
5107,4.48,yes
5108,4.46,yes
5109,4.44,yes
5110,4.53,yes
5111,4.56,yes
5112,5.92,yes
5113,4.46,yes
5114,4.47,yes
5115,4.67,yes
5116,5.65,yes
5117,4.49,yes
5118,4.78,yes
5119,4.08,yes
5120,4.67,yes
5121,4.75,yes
5122,4.56,yes
5123,4.68,yes
5124,4.62,yes
5125,4.82,yes
5126,4.44,yes
5127,4.35,yes
5128,4.46,yes
5129,4.88,yes
5130,4.51,yes
5131,4.47,yes
5132,4.48,yes
5133,4.47,yes
5134,4.51,yes
5135,4.41,yes
5136,4.42,yes
5137,4.39,yes
5138,4.50,yes
5139,4.52,yes
5140,5.18,yes
5141,5.02,yes
5142,5.02,yes
5143,4.45,yes
5144,4.54,yes
5145,4.50,yes
5146,4.75,yes
5147,4.89,yes
5148,4.85,yes
5149,4.65,yes
5150,5.56,yes
5151,4.68,yes
5152,4.64,yes
5153,4.69,yes
5154,4.54,yes
5155,4.52,yes
5156,4.50,yes
5157,4.62,yes
5158,4.55,yes
5159,4.73,yes
5160,4.55,yes
5161,4.88,yes
5162,5.36,yes
5163,4.59,yes
5164,4.66,yes
5165,4.66,yes
5166,4.54,yes
5167,4.63,yes
5168,4.93,yes
5169,4.66,yes
5170,5.42,yes
5171,4.66,yes
5172,4.65,yes
5173,4.69,yes
5174,4.68,yes
5175,4.56,yes
5176,4.52,yes
5177,4.77,yes
5178,4.82,yes
5179,4.58,yes
5180,4.83,yes
5181,4.27,yes
5182,4.60,yes
5183,4.57,yes
5184,4.80,yes
5185,4.79,yes
5186,4.52,yes
5187,4.51,yes
5188,4.53,yes
5189,4.56,yes
5190,4.58,yes
5191,4.65,yes
5192,4.59,yes
5193,4.41,yes
5194,5.10,yes
5195,4.55,yes
5196,4.72,yes
5197,4.57,yes
5198,4.51,yes
5199,4.40,yes
5200,4.42,yes
5201,76.18,yes
5202,5.72,yes
5203,4.50,yes
5204,4.55,yes
5205,4.72,yes
5206,4.79,yes
5207,4.70,yes
5208,4.52,yes
5209,4.85,yes
5210,4.69,yes
5211,4.80,yes
5212,4.90,yes
5213,4.57,yes
5214,4.83,yes
5215,4.61,yes
5216,4.86,yes
5217,4.54,yes
5218,4.57,yes
5219,4.55,yes
5220,4.47,yes
5221,4.78,yes
5222,2.91,yes
5223,4.60,yes
5224,4.49,yes
5225,4.69,yes
5226,4.77,yes
5227,4.55,yes
5228,4.62,yes
5229,4.49,yes
5230,4.51,yes
5231,4.83,yes
5232,4.59,yes
5233,4.45,yes
5234,4.45,yes
5235,4.52,yes
5236,4.41,yes
5237,4.43,yes
5238,4.70,yes
5239,4.55,yes
5240,5.09,yes
5241,4.69,yes
5242,4.45,yes
5243,4.47,yes
5244,4.84,yes
5245,4.40,yes
5246,4.52,yes
5247,4.63,yes
5248,5.23,yes
5249,5.86,yes
5250,4.45,yes
5251,4.51,yes
5252,4.92,yes
5253,5.23,yes
5254,4.58,yes
5255,4.41,yes
5256,4.49,yes
5257,4.66,yes
5258,4.53,yes
5259,4.58,yes
5260,4.43,yes
5261,4.50,yes
5262,5.59,yes
5263,4.65,yes
5264,4.88,yes
5265,4.44,yes
5266,4.45,yes
5267,5.11,yes
5268,4.51,yes
5269,7.33,yes
5270,4.55,yes
5271,4.53,yes
5272,4.57,yes
5273,4.72,yes
5274,4.71,yes
5275,4.50,yes
5276,4.51,yes
5277,4.54,yes
5278,4.58,yes
5279,4.48,yes
5280,5.32,yes
5281,4.61,yes
5282,4.44,yes
5283,4.60,yes
5284,4.50,yes
5285,4.49,yes
5286,4.84,yes
5287,4.72,yes
5288,4.61,yes
5289,4.71,yes
5290,5.37,yes
5291,4.87,yes
5292,4.78,yes
5293,4.68,yes
5294,4.63,yes
5295,5.03,yes
5296,5.14,yes
5297,4.55,yes
5298,4.47,yes
5299,4.54,yes
5300,4.39,yes
5301,4.57,yes
5302,4.53,yes
5303,4.53,yes
5304,5.03,yes
5305,4.51,yes
5306,4.72,yes
5307,4.64,yes
5308,5.08,yes
5309,4.48,yes
5310,4.72,yes
5311,5.29,yes
5312,4.58,yes
5313,5.58,yes
5314,4.65,yes
5315,4.64,yes
5316,4.50,yes
5317,4.51,yes
5318,4.57,yes
5319,4.56,yes
5320,4.57,yes
5321,4.52,yes
5322,4.70,yes
5323,4.98,yes
5324,4.47,yes
5325,4.75,yes
5326,4.56,yes
5327,4.48,yes
5328,7.29,yes
5329,4.51,yes
5330,4.89,yes
5331,4.55,yes
5332,4.87,yes
5333,4.54,yes
5334,4.61,yes
5335,5.04,yes
5336,4.58,yes
5337,4.47,yes
5338,4.46,yes
5339,4.52,yes
5340,4.71,yes
5341,4.35,yes
5342,4.49,yes
5343,5.13,yes
5344,4.78,yes
5345,4.47,yes
5346,4.86,yes
5347,4.98,yes
5348,4.55,yes
5349,4.05,yes
5350,3.24,yes
5351,4.89,yes
5352,4.71,yes
5353,5.60,yes
5354,4.57,yes
5355,4.53,yes
5356,4.59,yes
5357,4.36,yes
5358,4.63,yes
5359,4.51,yes
5360,4.58,yes
5361,4.72,yes
5362,4.64,yes
5363,4.49,yes
5364,4.48,yes
5365,4.49,yes
5366,4.52,yes
5367,5.03,yes
5368,4.54,yes
5369,4.58,yes
5370,4.39,yes
5371,4.98,yes
5372,4.67,yes
5373,4.40,yes
5374,4.47,yes
5375,4.46,yes
5376,4.55,yes
5377,4.51,yes
5378,4.83,yes
5379,4.53,yes
5380,4.43,yes
5381,4.52,yes
5382,4.44,yes
5383,5.67,yes
5384,4.54,yes
5385,4.88,yes
5386,4.32,yes
5387,4.40,yes
5388,5.85,yes
5389,3.04,yes
5390,4.84,yes
5391,4.41,yes
5392,4.39,yes
5393,4.55,yes
5394,4.49,yes
5395,4.49,yes
5396,4.48,yes
5397,4.49,yes
5398,4.55,yes
5399,3.44,yes
5400,4.79,yes
5401,4.52,yes
5402,4.63,yes
5403,4.68,yes
5404,4.50,yes
5405,4.91,yes
5406,4.77,yes
5407,5.53,yes
5408,4.51,yes
5409,4.35,yes
5410,4.86,yes
5411,4.45,yes
5412,4.37,yes
5413,4.39,yes
5414,4.54,yes
5415,4.80,yes
5416,4.54,yes
5417,4.35,yes
5418,4.39,yes
5419,4.39,yes
5420,4.53,yes
5421,4.78,yes
5422,4.48,yes
5423,4.55,yes
5424,4.49,yes
5425,4.48,yes
5426,4.48,yes
5427,4.51,yes
5428,4.55,yes
5429,4.52,yes
5430,4.54,yes
5431,4.45,yes
5432,4.45,yes
5433,5.55,yes
5434,4.47,yes
5435,4.75,yes
5436,4.72,yes
5437,4.66,yes
5438,4.47,yes
5439,4.49,yes
5440,4.50,yes
5441,4.64,yes
5442,4.35,yes
5443,4.87,yes
5444,4.49,yes
5445,4.45,yes
5446,4.50,yes
5447,4.46,yes
5448,4.62,yes
5449,4.61,yes
5450,4.86,yes
5451,4.56,yes
5452,4.49,yes
5453,4.49,yes
5454,4.46,yes
5455,4.64,yes
5456,4.61,yes
5457,4.50,yes
5458,4.48,yes
5459,5.16,yes
5460,4.74,yes
5461,4.42,yes
5462,4.78,yes
5463,4.65,yes
5464,4.35,yes
5465,4.76,yes
5466,4.45,yes
5467,5.94,yes
5468,4.47,yes
5469,4.54,yes
5470,4.55,yes
5471,4.98,yes
5472,4.49,yes
5473,4.57,yes
5474,5.36,yes
5475,4.55,yes
5476,5.41,yes
5477,4.46,yes
5478,4.63,yes
5479,5.86,yes
5480,4.59,yes
5481,4.46,yes
5482,4.48,yes
5483,4.64,yes
5484,4.87,yes
5485,4.47,yes
5486,4.47,yes
5487,4.54,yes
5488,4.43,yes
5489,4.63,yes
5490,4.57,yes
5491,4.54,yes
5492,4.46,yes
5493,4.59,yes
5494,4.60,yes
5495,4.53,yes
5496,5.14,yes
5497,4.73,yes
5498,7.88,yes
5499,4.41,yes
5500,4.71,yes
5501,4.40,yes
5502,4.38,yes
5503,4.68,yes
5504,4.44,yes
5505,4.40,yes
5506,4.76,yes
5507,4.46,yes
5508,4.82,yes
5509,4.49,yes
5510,4.40,yes
5511,4.80,yes
5512,4.42,yes
5513,4.40,yes
5514,4.49,yes
5515,4.38,yes
5516,4.37,yes
5517,5.27,yes
5518,4.41,yes
5519,4.51,yes
5520,5.81,yes
5521,5.27,yes
5522,4.54,yes
5523,4.78,yes
5524,4.54,yes
5525,4.72,yes
5526,4.65,yes
5527,4.48,yes
5528,4.74,yes
5529,4.52,yes
5530,4.51,yes
5531,4.67,yes
5532,4.43,yes
5533,4.62,yes
5534,4.72,yes
5535,4.54,yes
5536,4.43,yes
5537,4.58,yes
5538,4.51,yes
5539,4.59,yes
5540,4.75,yes
5541,5.55,yes
5542,4.60,yes
5543,4.79,yes
5544,3.37,yes
5545,5.23,yes
5546,4.55,yes
5547,4.61,yes
5548,4.47,yes
5549,5.46,yes
5550,4.55,yes
5551,4.58,yes
5552,4.53,yes
5553,4.51,yes
5554,4.92,yes
5555,4.63,yes
5556,4.46,yes
5557,4.58,yes
5558,4.57,yes
5559,4.57,yes
5560,4.71,yes
5561,4.47,yes
5562,4.84,yes
5563,4.77,yes
5564,5.48,yes
5565,4.62,yes
5566,4.48,yes
5567,5.20,yes
5568,4.63,yes
5569,4.62,yes
5570,4.57,yes
5571,4.43,yes
5572,5.21,yes
5573,4.56,yes
5574,4.57,yes
5575,4.48,yes
5576,4.53,yes
5577,4.67,yes
5578,5.26,yes
5579,4.56,yes
5580,4.58,yes
5581,4.55,yes
5582,5.04,yes
5583,4.41,yes
5584,4.62,yes
5585,4.61,yes
5586,4.54,yes
5587,4.49,yes
5588,4.57,yes
5589,4.76,yes
5590,4.51,yes
5591,4.43,yes
5592,4.65,yes
5593,4.53,yes
5594,4.87,yes
5595,4.53,yes
5596,4.57,yes
5597,4.83,yes
5598,4.59,yes
5599,4.98,yes
5600,4.49,yes
5601,4.42,yes
5602,4.47,yes
5603,4.69,yes
5604,4.58,yes
5605,4.50,yes
5606,4.52,yes
5607,4.67,yes
5608,6.73,yes
5609,4.52,yes
5610,4.63,yes
5611,4.78,yes
5612,4.44,yes
5613,4.52,yes
5614,4.51,yes
5615,4.43,yes
5616,4.49,yes
5617,4.56,yes
5618,5.11,yes
5619,4.67,yes
5620,4.69,yes
5621,4.55,yes
5622,4.70,yes
5623,4.58,yes
5624,4.83,yes
5625,4.46,yes
5626,4.62,yes
5627,4.62,yes
5628,4.46,yes
5629,4.52,yes
5630,4.78,yes
5631,4.69,yes
5632,4.76,yes
5633,4.76,yes
5634,4.69,yes
5635,4.45,yes
5636,4.63,yes
5637,4.47,yes
5638,4.45,yes
5639,4.54,yes
5640,4.43,yes
5641,4.37,yes
5642,4.40,yes
5643,4.47,yes
5644,4.46,yes
5645,4.44,yes
5646,4.47,yes
5647,4.51,yes
5648,4.47,yes
5649,4.41,yes
5650,4.44,yes
5651,4.51,yes
5652,4.48,yes
5653,4.40,yes
5654,4.54,yes
5655,4.52,yes
5656,4.49,yes
5657,4.54,yes
5658,4.40,yes
5659,4.47,yes
5660,4.47,yes
5661,4.55,yes
5662,4.43,yes
5663,4.47,yes
5664,4.46,yes
5665,4.55,yes
5666,4.47,yes
5667,4.77,yes
5668,4.49,yes
5669,4.50,yes
5670,4.44,yes
5671,4.51,yes
5672,4.48,yes
5673,4.43,yes
5674,6.56,yes
5675,4.47,yes
5676,4.63,yes
5677,4.50,yes
5678,4.43,yes
5679,4.51,yes
5680,4.46,yes
5681,4.78,yes
5682,4.43,yes
5683,4.41,yes
5684,4.51,yes
5685,5.40,yes
5686,4.35,yes
5687,4.42,yes
