request#,latency_ms,success
1494,4.58,yes
1495,4.61,yes
1496,4.57,yes
1497,4.58,yes
1498,4.54,yes
1499,4.51,yes
1500,4.62,yes
1501,4.72,yes
1502,4.56,yes
1503,4.49,yes
1504,4.48,yes
1505,4.49,yes
1506,4.79,yes
1507,4.50,yes
1508,4.38,yes
1509,4.46,yes
1510,4.48,yes
1511,4.76,yes
1512,4.43,yes
1513,4.65,yes
1514,4.82,yes
1515,4.42,yes
1516,5.14,yes
1517,4.40,yes
1518,5.27,yes
1519,4.90,yes
1520,4.44,yes
1521,4.61,yes
1522,4.39,yes
1523,5.12,yes
1524,4.46,yes
1525,4.42,yes
1526,4.73,yes
1527,4.52,yes
1528,4.79,yes
1529,4.45,yes
1530,4.45,yes
1531,4.45,yes
1532,4.83,yes
1533,4.67,yes
1534,5.41,yes
1535,4.47,yes
1536,4.38,yes
1537,4.43,yes
1538,4.44,yes
1539,4.51,yes
1540,5.17,yes
1541,4.51,yes
1542,4.77,yes
1543,3.37,yes
1544,4.47,yes
1545,4.49,yes
1546,4.52,yes
1547,4.41,yes
1548,4.47,yes
1549,4.86,yes
1550,4.35,yes
1551,4.40,yes
1552,4.40,yes
1553,4.48,yes
1554,4.73,yes
1555,4.63,yes
1556,4.48,yes
1557,4.47,yes
1558,4.85,yes
1559,4.57,yes
1560,4.47,yes
1561,4.51,yes
1562,4.46,yes
1563,4.48,yes
1564,4.75,yes
1565,4.60,yes
1566,4.84,yes
1567,4.57,yes
1568,4.56,yes
1569,4.70,yes
1570,4.46,yes
1571,4.70,yes
1572,3.77,yes
1573,4.50,yes
1574,4.52,yes
1575,4.47,yes
1576,4.38,yes
1577,4.81,yes
1578,4.50,yes
1579,4.61,yes
1580,4.45,yes
1581,4.41,yes
1582,3.52,yes
1583,4.36,yes
1584,5.15,yes
1585,5.30,yes
1586,4.42,yes
1587,4.60,yes
1588,4.40,yes
1589,4.49,yes
1590,4.43,yes
1591,4.69,yes
1592,4.47,yes
1593,4.45,yes
1594,4.47,yes
1595,4.58,yes
1596,4.71,yes
1597,4.44,yes
1598,5.12,yes
1599,4.53,yes
1600,4.44,yes
1601,4.44,yes
1602,4.38,yes
1603,4.74,yes
1604,4.66,yes
1605,4.68,yes
1606,4.59,yes
1607,4.57,yes
1608,5.24,yes
1609,5.41,yes
1610,4.56,yes
1611,4.39,yes
1612,4.58,yes
1613,4.82,yes
1614,4.44,yes
1615,5.80,yes
1616,4.47,yes
1617,4.52,yes
1618,4.50,yes
1619,5.67,yes
1620,4.45,yes
1621,4.61,yes
1622,4.56,yes
1623,5.30,yes
1624,4.49,yes
1625,4.80,yes
1626,4.50,yes
1627,4.49,yes
1628,4.88,yes
1629,4.48,yes
1630,4.44,yes
1631,4.81,yes
1632,5.21,yes
1633,4.56,yes
1634,4.72,yes
1635,4.66,yes
1636,4.62,yes
1637,4.46,yes
1638,4.48,yes
1639,4.84,yes
1640,4.52,yes
1641,4.58,yes
1642,4.56,yes
1643,4.59,yes
1644,4.97,yes
1645,4.53,yes
1646,4.53,yes
1647,4.84,yes
1648,4.52,yes
1649,4.51,yes
1650,4.67,yes
1651,4.56,yes
1652,4.55,yes
1653,4.46,yes
1654,4.50,yes
1655,4.55,yes
1656,4.44,yes
1657,4.74,yes
1658,4.56,yes
1659,4.48,yes
1660,4.36,yes
1661,4.45,yes
1662,4.52,yes
1663,4.51,yes
1664,4.58,yes
1665,4.45,yes
1666,4.76,yes
1667,4.60,yes
1668,4.60,yes
1669,4.56,yes
1670,5.39,yes
1671,4.51,yes
1672,4.53,yes
1673,5.02,yes
1674,4.45,yes
1675,4.43,yes
1676,4.45,yes
1677,4.43,yes
1678,4.50,yes
1679,4.57,yes
1680,4.73,yes
1681,4.57,yes
1682,4.84,yes
1683,4.51,yes
1684,4.61,yes
1685,4.53,yes
1686,4.59,yes
1687,4.54,yes
1688,4.81,yes
1689,4.45,yes
1690,4.98,yes
1691,4.56,yes
1692,4.52,yes
1693,4.52,yes
1694,4.54,yes
1695,4.48,yes
1696,4.40,yes
1697,4.79,yes
1698,4.75,yes
1699,4.48,yes
1700,4.60,yes
1701,4.41,yes
1702,4.44,yes
1703,4.63,yes
1704,4.35,yes
1705,4.95,yes
1706,4.78,yes
1707,4.51,yes
1708,4.69,yes
1709,4.47,yes
1710,4.46,yes
1711,4.45,yes
1712,4.53,yes
1713,4.44,yes
1714,4.44,yes
1715,4.41,yes
1716,4.73,yes
1717,4.42,yes
1718,4.42,yes
1719,4.51,yes
1720,4.84,yes
1721,5.52,yes
1722,5.75,yes
1723,4.62,yes
1724,4.81,yes
1725,4.71,yes
1726,4.81,yes
1727,5.17,yes
1728,4.52,yes
1729,4.44,yes
1730,5.36,yes
1731,4.81,yes
1732,4.56,yes
1733,4.69,yes
1734,4.40,yes
1735,4.60,yes
1736,4.51,yes
1737,4.48,yes
1738,4.48,yes
1739,4.52,yes
1740,4.48,yes
1741,4.55,yes
1742,4.50,yes
1743,4.54,yes
1744,4.61,yes
1745,4.55,yes
1746,4.47,yes
1747,4.64,yes
1748,4.79,yes
1749,4.55,yes
1750,4.78,yes
1751,4.55,yes
1752,4.43,yes
1753,5.04,yes
1754,4.60,yes
1755,4.72,yes
1756,4.73,yes
1757,4.91,yes
1758,4.54,yes
1759,4.43,yes
1760,4.68,yes
1761,4.83,yes
1762,4.54,yes
1763,4.42,yes
1764,4.30,yes
1765,4.49,yes
1766,4.45,yes
1767,4.42,yes
1768,4.55,yes
1769,4.54,yes
1770,4.56,yes
1771,4.50,yes
1772,4.49,yes
1773,4.88,yes
1774,4.50,yes
1775,4.49,yes
1776,4.55,yes
1777,4.43,yes
1778,4.95,yes
1779,5.18,yes
1780,4.34,yes
1781,4.84,yes
1782,4.75,yes
1783,4.91,yes
1784,4.63,yes
1785,4.91,yes
1786,4.45,yes
1787,4.60,yes
1788,5.13,yes
1789,4.39,yes
1790,4.41,yes
1791,4.63,yes
1792,4.36,yes
1793,4.55,yes
1794,4.47,yes
1795,4.51,yes
1796,4.47,yes
1797,4.48,yes
1798,4.51,yes
1799,4.46,yes
1800,4.57,yes
1801,4.48,yes
1802,4.55,yes
1803,4.40,yes
1804,4.68,yes
1805,4.62,yes
1806,4.66,yes
1807,4.45,yes
1808,5.12,yes
1809,4.61,yes
1810,5.32,yes
1811,4.53,yes
1812,4.59,yes
1813,4.58,yes
1814,4.71,yes
1815,4.46,yes
1816,4.56,yes
1817,4.49,yes
1818,4.93,yes
1819,4.83,yes
1820,4.89,yes
1821,4.53,yes
1822,4.92,yes
1823,5.61,yes
1824,4.97,yes
1825,4.53,yes
1826,4.79,yes
1827,4.56,yes
1828,4.59,yes
1829,4.53,yes
1830,4.54,yes
1831,5.12,yes
1832,4.55,yes
1833,4.66,yes
1834,4.49,yes
1835,4.50,yes
1836,4.54,yes
1837,4.61,yes
1838,5.23,yes
1839,4.40,yes
1840,4.62,yes
1841,4.58,yes
1842,4.78,yes
1843,4.59,yes
1844,4.44,yes
1845,4.56,yes
1846,4.44,yes
1847,8.07,yes
1848,4.64,yes
1849,4.80,yes
1850,4.49,yes
1851,4.49,yes
1852,4.73,yes
1853,4.55,yes
1854,4.60,yes
1855,4.60,yes
1856,4.61,yes
1857,4.50,yes
1858,4.59,yes
1859,4.53,yes
1860,4.56,yes
1861,4.80,yes
1862,4.44,yes
1863,5.30,yes
1864,4.47,yes
1865,4.52,yes
1866,4.57,yes
1867,4.45,yes
1868,4.50,yes
1869,4.52,yes
1870,4.59,yes
1871,4.68,yes
1872,4.39,yes
1873,4.70,yes
1874,4.49,yes
1875,5.18,yes
1876,4.60,yes
1877,4.96,yes
1878,4.54,yes
1879,4.45,yes
1880,4.53,yes
1881,4.45,yes
1882,4.42,yes
1883,5.16,yes
1884,4.48,yes
1885,4.86,yes
1886,4.87,yes
1887,4.46,yes
1888,4.48,yes
1889,4.56,yes
1890,4.48,yes
1891,4.61,yes
1892,5.27,yes
1893,4.47,yes
1894,4.44,yes
1895,4.84,yes
1896,4.55,yes
1897,4.48,yes
1898,4.51,yes
1899,5.17,yes
1900,4.64,yes
1901,4.69,yes
1902,4.53,yes
1903,4.56,yes
1904,5.36,yes
1905,4.58,yes
1906,4.44,yes
1907,4.56,yes
1908,5.38,yes
1909,4.86,yes
1910,4.48,yes
1911,4.87,yes
1912,4.37,yes
1913,4.48,yes
1914,4.43,yes
1915,4.53,yes
1916,5.48,yes
1917,4.35,yes
1918,4.56,yes
1919,4.44,yes
1920,4.78,yes
1921,4.47,yes
1922,4.49,yes
1923,4.54,yes
1924,4.67,yes
1925,5.85,yes
1926,4.46,yes
1927,4.51,yes
1928,4.52,yes
1929,4.48,yes
1930,4.34,yes
1931,4.39,yes
1932,4.50,yes
1933,4.48,yes
1934,4.42,yes
1935,4.47,yes
1936,4.34,yes
1937,4.39,yes
1938,4.50,yes
1939,4.45,yes
1940,4.45,yes
1941,4.49,yes
1942,6.10,yes
1943,5.47,yes
1944,4.65,yes
1945,4.70,yes
1946,4.59,yes
1947,4.58,yes
1948,4.61,yes
1949,4.73,yes
1950,5.79,yes
1951,4.29,yes
1952,4.56,yes
1953,5.11,yes
1954,4.53,yes
1955,4.79,yes
1956,4.53,yes
1957,4.51,yes
1958,4.56,yes
1959,4.63,yes
1960,4.52,yes
1961,4.45,yes
1962,4.43,yes
1963,4.61,yes
1964,5.11,yes
1965,4.87,yes
1966,4.41,yes
1967,4.77,yes
1968,5.26,yes
1969,4.74,yes
1970,4.53,yes
1971,4.50,yes
1972,4.57,yes
1973,4.48,yes
1974,4.47,yes
1975,4.53,yes
1976,4.70,yes
1977,4.97,yes
1978,4.47,yes
1979,4.42,yes
1980,4.50,yes
1981,4.45,yes
1982,4.58,yes
1983,4.52,yes
1984,4.62,yes
1985,4.50,yes
1986,4.59,yes
1987,4.54,yes
1988,4.83,yes
1989,4.57,yes
1990,5.13,yes
1991,4.64,yes
1992,4.72,yes
1993,4.50,yes
1994,4.62,yes
1995,5.10,yes
1996,4.56,yes
1997,4.53,yes
1998,4.58,yes
1999,4.86,yes
2000,5.04,yes
2001,4.66,yes
2002,4.51,yes
2003,4.65,yes
2004,4.49,yes
2005,4.61,yes
2006,4.56,yes
2007,4.57,yes
2008,4.64,yes
2009,4.59,yes
2010,4.62,yes
2011,4.41,yes
2012,4.51,yes
2013,4.88,yes
2014,4.56,yes
2015,4.47,yes
2016,4.54,yes
2017,4.56,yes
2018,4.95,yes
2019,4.60,yes
2020,4.41,yes
2021,4.53,yes
2022,4.60,yes
2023,5.53,yes
2024,4.95,yes
2025,4.55,yes
2026,4.51,yes
2027,4.58,yes
2028,4.51,yes
2029,4.47,yes
2030,4.46,yes
2031,4.43,yes
2032,4.45,yes
2033,5.87,yes
2034,4.96,yes
2035,4.56,yes
2036,4.66,yes
2037,4.52,yes
2038,4.40,yes
2039,4.54,yes
2040,4.52,yes
2041,4.69,yes
2042,4.49,yes
2043,4.87,yes
2044,4.56,yes
2045,4.54,yes
2046,4.51,yes
2047,4.64,yes
2048,4.65,yes
2049,4.48,yes
2050,5.01,yes
2051,4.51,yes
2052,4.79,yes
2053,4.83,yes
2054,4.35,yes
2055,4.54,yes
2056,4.53,yes
2057,4.71,yes
2058,4.87,yes
2059,4.48,yes
2060,4.80,yes
2061,4.39,yes
2062,5.42,yes
2063,5.23,yes
2064,4.72,yes
2065,4.54,yes
2066,4.45,yes
2067,4.52,yes
2068,4.69,yes
2069,4.70,yes
2070,4.73,yes
2071,4.55,yes
2072,4.49,yes
2073,5.31,yes
2074,6.22,yes
2075,4.70,yes
2076,4.55,yes
2077,4.64,yes
2078,4.50,yes
2079,4.58,yes
2080,4.56,yes
2081,5.19,yes
2082,4.45,yes
2083,4.56,yes
2084,4.83,yes
2085,4.47,yes
2086,4.43,yes
2087,4.56,yes
2088,4.70,yes
2089,4.41,yes
2090,4.51,yes
2091,4.49,yes
2092,4.54,yes
2093,4.69,yes
2094,3.02,yes
2095,4.92,yes
2096,4.62,yes
2097,4.90,yes
2098,4.60,yes
2099,4.36,yes
2100,4.51,yes
2101,4.52,yes
2102,5.32,yes
2103,4.43,yes
2104,4.61,yes
2105,4.45,yes
2106,5.13,yes
2107,4.55,yes
2108,4.57,yes
2109,4.61,yes
2110,4.86,yes
2111,4.56,yes
2112,4.51,yes
2113,4.52,yes
2114,4.47,yes
2115,4.44,yes
2116,4.50,yes
2117,4.80,yes
2118,4.55,yes
2119,4.55,yes
2120,4.47,yes
2121,4.32,yes
2122,4.72,yes
2123,4.42,yes
2124,4.62,yes
2125,4.54,yes
2126,4.52,yes
2127,4.83,yes
2128,4.46,yes
2129,4.53,yes
2130,4.63,yes
2131,4.42,yes
2132,4.47,yes
2133,4.24,yes
2134,4.51,yes
2135,4.52,yes
2136,4.39,yes
2137,4.54,yes
2138,4.36,yes
2139,5.69,yes
2140,4.52,yes
2141,5.04,yes
2142,4.81,yes
2143,5.16,yes
2144,4.52,yes
2145,4.55,yes
2146,4.56,yes
2147,4.55,yes
2148,4.60,yes
2149,4.29,yes
2150,4.46,yes
2151,5.15,yes
2152,5.10,yes
2153,5.64,yes
2154,4.54,yes
2155,4.55,yes
2156,4.91,yes
2157,5.22,yes
2158,4.53,yes
2159,5.13,yes
2160,4.56,yes
2161,5.16,yes
2162,4.47,yes
2163,4.64,yes
2164,4.52,yes
2165,4.48,yes
2166,4.65,yes
2167,4.43,yes
2168,5.22,yes
2169,4.43,yes
2170,4.43,yes
2171,4.77,yes
2172,4.80,yes
2173,4.43,yes
2174,4.53,yes
2175,4.48,yes
2176,4.51,yes
2177,4.60,yes
2178,4.63,yes
2179,4.63,yes
2180,4.74,yes
2181,4.73,yes
2182,5.38,yes
2183,5.28,yes
2184,4.43,yes
2185,4.70,yes
2186,4.50,yes
2187,4.42,yes
2188,4.54,yes
2189,4.43,yes
2190,4.41,yes
2191,4.45,yes
2192,4.51,yes
2193,4.75,yes
2194,4.72,yes
2195,4.85,yes
2196,4.57,yes
2197,5.05,yes
2198,4.60,yes
2199,4.48,yes
2200,4.50,yes
2201,4.67,yes
2202,4.53,yes
2203,4.52,yes
2204,4.51,yes
2205,4.48,yes
2206,4.76,yes
2207,5.19,yes
2208,4.89,yes
2209,4.56,yes
2210,4.53,yes
2211,4.51,yes
2212,4.39,yes
2213,4.41,yes
2214,4.62,yes
2215,5.17,yes
2216,4.45,yes
2217,4.60,yes
2218,4.71,yes
2219,4.62,yes
2220,4.42,yes
2221,4.49,yes
2222,4.75,yes
2223,4.59,yes
2224,4.66,yes
2225,4.56,yes
2226,4.45,yes
2227,4.56,yes
2228,4.87,yes
2229,4.54,yes
2230,4.94,yes
2231,5.32,yes
2232,4.60,yes
2233,4.51,yes
2234,4.78,yes
2235,4.57,yes
2236,4.95,yes
2237,4.72,yes
2238,4.62,yes
2239,4.51,yes
2240,4.64,yes
2241,4.70,yes
2242,4.48,yes
2243,5.28,yes
2244,5.52,yes
2245,4.72,yes
2246,4.38,yes
2247,4.51,yes
2248,4.51,yes
2249,4.73,yes
2250,4.80,yes
2251,6.80,yes
2252,4.51,yes
2253,4.55,yes
2254,4.44,yes
2255,4.46,yes
2256,4.51,yes
2257,3.87,yes
2258,4.42,yes
2259,4.51,yes
2260,4.45,yes
2261,4.45,yes
2262,4.52,yes
2263,4.59,yes
2264,4.55,yes
2265,4.58,yes
2266,4.45,yes
2267,4.54,yes
2268,4.40,yes
2269,4.59,yes
2270,4.49,yes
2271,4.55,yes
2272,4.52,yes
2273,4.39,yes
2274,4.46,yes
2275,4.32,yes
2276,4.51,yes
2277,4.49,yes
2278,4.59,yes
2279,4.40,yes
2280,4.51,yes
2281,4.40,yes
2282,4.58,yes
2283,4.48,yes
2284,5.03,yes
2285,4.59,yes
2286,4.51,yes
2287,4.48,yes
2288,5.38,yes
2289,4.49,yes
2290,4.54,yes
2291,4.64,yes
2292,4.48,yes
2293,4.67,yes
2294,4.49,yes
2295,4.48,yes
2296,4.43,yes
2297,4.46,yes
2298,4.41,yes
2299,4.40,yes
2300,4.45,yes
2301,4.57,yes
2302,4.48,yes
2303,4.60,yes
2304,5.10,yes
2305,4.39,yes
2306,4.38,yes
2307,4.94,yes
2308,4.54,yes
2309,4.49,yes
2310,4.51,yes
2311,4.46,yes
2312,4.50,yes
2313,4.75,yes
2314,4.56,yes
2315,4.45,yes
2316,5.40,yes
2317,4.46,yes
2318,5.24,yes
2319,4.39,yes
2320,4.47,yes
2321,4.55,yes
2322,4.69,yes
2323,4.59,yes
2324,4.32,yes
2325,4.53,yes
2326,4.57,yes
2327,4.58,yes
2328,4.43,yes
2329,5.60,yes
2330,4.55,yes
2331,4.85,yes
2332,4.64,yes
2333,3.76,yes
2334,4.56,yes
2335,5.32,yes
2336,4.51,yes
2337,4.41,yes
2338,4.55,yes
2339,4.35,yes
2340,4.48,yes
2341,4.48,yes
2342,4.43,yes
2343,2.83,yes
2344,5.27,yes
2345,4.48,yes
2346,4.49,yes
2347,4.50,yes
2348,4.44,yes
2349,4.41,yes
2350,4.45,yes
2351,4.45,yes
2352,4.51,yes
2353,5.07,yes
2354,4.46,yes
2355,4.49,yes
2356,4.50,yes
2357,4.32,yes
2358,5.48,yes
2359,4.67,yes
2360,4.80,yes
2361,4.73,yes
2362,4.76,yes
2363,4.59,yes
2364,4.44,yes
2365,4.39,yes
2366,4.64,yes
2367,4.42,yes
2368,4.67,yes
2369,4.52,yes
2370,4.54,yes
2371,4.50,yes
2372,4.70,yes
2373,4.50,yes
2374,4.67,yes
2375,4.44,yes
2376,4.48,yes
2377,4.56,yes
2378,4.62,yes
2379,4.64,yes
2380,4.41,yes
2381,4.50,yes
2382,4.44,yes
2383,4.71,yes
2384,4.87,yes
2385,4.52,yes
2386,4.65,yes
2387,4.48,yes
2388,4.87,yes
2389,4.70,yes
2390,4.44,yes
2391,4.45,yes
2392,4.50,yes
2393,5.70,yes
2394,4.59,yes
2395,5.78,yes
2396,4.51,yes
2397,5.01,yes
2398,4.80,yes
2399,4.77,yes
2400,4.44,yes
2401,4.51,yes
2402,4.84,yes
2403,4.49,yes
2404,4.53,yes
2405,4.52,yes
2406,4.56,yes
2407,4.56,yes
2408,4.46,yes
2409,4.82,yes
2410,4.48,yes
2411,4.49,yes
2412,4.55,yes
2413,5.54,yes
2414,4.50,yes
2415,4.43,yes
2416,4.56,yes
2417,4.45,yes
2418,4.47,yes
2419,4.51,yes
2420,4.48,yes
2421,4.74,yes
2422,4.50,yes
2423,5.19,yes
2424,4.58,yes
2425,4.41,yes
2426,4.75,yes
2427,4.89,yes
2428,4.68,yes
2429,4.49,yes
2430,4.46,yes
2431,4.87,yes
2432,4.52,yes
2433,5.48,yes
2434,4.46,yes
2435,4.54,yes
2436,4.60,yes
2437,4.54,yes
2438,4.73,yes
2439,4.51,yes
2440,4.61,yes
2441,5.26,yes
2442,4.50,yes
2443,4.43,yes
2444,4.55,yes
2445,5.61,yes
2446,4.85,yes
2447,4.46,yes
2448,4.47,yes
2449,4.38,yes
2450,4.48,yes
2451,4.54,yes
2452,4.49,yes
2453,4.49,yes
2454,5.36,yes
2455,4.39,yes
2456,4.82,yes
2457,5.04,yes
2458,4.47,yes
2459,4.60,yes
2460,4.60,yes
2461,4.47,yes
2462,4.68,yes
2463,4.47,yes
2464,4.55,yes
2465,4.29,yes
2466,4.55,yes
2467,4.42,yes
2468,4.56,yes
2469,4.41,yes
2470,4.54,yes
2471,5.17,yes
2472,4.35,yes
2473,4.49,yes
2474,5.55,yes
2475,4.62,yes
2476,4.69,yes
2477,4.49,yes
2478,4.54,yes
2479,4.56,yes
2480,4.79,yes
2481,4.71,yes
2482,4.79,yes
2483,4.56,yes
2484,4.95,yes
2485,4.61,yes
2486,4.53,yes
2487,4.34,yes
2488,4.52,yes
2489,4.75,yes
2490,4.84,yes
2491,3.61,yes
2492,4.49,yes
2493,4.61,yes
2494,4.77,yes
2495,4.52,yes
2496,4.73,yes
2497,4.45,yes
2498,4.65,yes
2499,4.42,yes
2500,4.55,yes
2501,4.61,yes
2502,4.53,yes
2503,4.45,yes
2504,4.46,yes
2505,4.63,yes
2506,4.80,yes
2507,4.46,yes
2508,4.54,yes
2509,4.77,yes
2510,4.53,yes
2511,4.62,yes
2512,4.59,yes
2513,5.18,yes
2514,5.32,yes
2515,4.98,yes
2516,4.79,yes
2517,5.54,yes
2518,4.76,yes
2519,4.57,yes
2520,4.64,yes
2521,4.51,yes
2522,4.57,yes
2523,4.52,yes
2524,4.56,yes
2525,4.90,yes
2526,4.41,yes
2527,4.85,yes
2528,4.43,yes
2529,4.51,yes
2530,4.76,yes
2531,5.06,yes
2532,4.62,yes
2533,4.89,yes
2534,5.13,yes
2535,4.44,yes
2536,4.98,yes
2537,5.36,yes
2538,5.05,yes
2539,4.54,yes
2540,4.48,yes
2541,4.50,yes
2542,4.47,yes
2543,4.51,yes
2544,4.52,yes
2545,4.43,yes
2546,4.62,yes
2547,4.52,yes
2548,4.83,yes
2549,4.56,yes
2550,4.46,yes
2551,4.56,yes
2552,4.53,yes
2553,5.00,yes
2554,4.53,yes
2555,4.57,yes
2556,5.32,yes
2557,4.55,yes
2558,4.57,yes
2559,4.74,yes
2560,4.66,yes
2561,4.76,yes
2562,4.55,yes
2563,4.67,yes
2564,4.58,yes
2565,4.92,yes
2566,4.68,yes
2567,4.54,yes
2568,4.55,yes
2569,4.63,yes
2570,4.57,yes
2571,5.34,yes
2572,4.48,yes
2573,4.83,yes
2574,4.83,yes
2575,4.62,yes
2576,4.57,yes
2577,4.54,yes
2578,4.53,yes
2579,4.51,yes
2580,4.47,yes
2581,4.59,yes
2582,4.50,yes
2583,4.59,yes
2584,4.74,yes
2585,4.57,yes
2586,4.51,yes
2587,4.56,yes
2588,5.13,yes
2589,4.55,yes
2590,4.86,yes
2591,4.52,yes
2592,4.39,yes
2593,4.68,yes
2594,4.45,yes
2595,4.56,yes
2596,5.05,yes
2597,4.35,yes
2598,4.82,yes
2599,5.28,yes
2600,4.51,yes
2601,4.55,yes
2602,4.57,yes
2603,4.49,yes
2604,5.08,yes
2605,4.65,yes
2606,4.62,yes
2607,4.57,yes
2608,4.75,yes
2609,4.60,yes
2610,4.60,yes
2611,4.45,yes
2612,4.67,yes
2613,4.54,yes
2614,4.47,yes
2615,4.59,yes
2616,4.40,yes
2617,4.52,yes
2618,4.50,yes
2619,4.36,yes
2620,4.42,yes
2621,4.77,yes
2622,4.41,yes
2623,4.41,yes
2624,4.71,yes
2625,4.55,yes
2626,4.51,yes
2627,5.23,yes
2628,5.04,yes
2629,4.69,yes
2630,4.54,yes
2631,4.48,yes
2632,4.60,yes
2633,4.57,yes
2634,4.96,yes
2635,4.39,yes
2636,4.46,yes
2637,4.40,yes
2638,4.39,yes
2639,4.27,yes
2640,4.45,yes
2641,4.87,yes
2642,4.69,yes
2643,4.77,yes
2644,4.46,yes
2645,4.84,yes
2646,4.45,yes
2647,4.65,yes
2648,4.44,yes
2649,4.55,yes
2650,4.38,yes
2651,4.41,yes
2652,4.48,yes
2653,4.47,yes
2654,4.47,yes
2655,4.51,yes
2656,4.53,yes
2657,4.47,yes
2658,4.68,yes
2659,4.57,yes
2660,4.55,yes
2661,4.61,yes
2662,4.63,yes
2663,4.45,yes
2664,4.89,yes
2665,4.52,yes
2666,4.70,yes
2667,4.65,yes
2668,4.60,yes
2669,4.70,yes
2670,4.56,yes
2671,4.67,yes
2672,4.50,yes
2673,4.60,yes
2674,4.67,yes
2675,4.55,yes
2676,4.57,yes
2677,4.75,yes
2678,4.56,yes
2679,4.62,yes
2680,4.79,yes
2681,4.52,yes
2682,4.69,yes
2683,4.52,yes
2684,4.50,yes
2685,4.53,yes
2686,4.85,yes
2687,4.84,yes
2688,4.42,yes
2689,4.47,yes
2690,4.94,yes
2691,4.53,yes
2692,4.54,yes
2693,4.47,yes
2694,4.56,yes
2695,3.26,yes
2696,4.77,yes
2697,4.51,yes
2698,4.61,yes
2699,4.50,yes
2700,4.46,yes
2701,4.49,yes
2702,4.52,yes
2703,4.80,yes
2704,4.50,yes
2705,4.83,yes
2706,4.55,yes
2707,4.33,yes
2708,4.59,yes
2709,4.46,yes
2710,4.57,yes
2711,4.95,yes
2712,4.52,yes
2713,5.19,yes
2714,4.47,yes
2715,4.38,yes
2716,4.60,yes
2717,4.51,yes
2718,4.58,yes
2719,5.00,yes
2720,4.52,yes
2721,4.90,yes
2722,4.89,yes
2723,4.46,yes
2724,4.58,yes
2725,4.85,yes
2726,4.67,yes
2727,4.80,yes
2728,4.40,yes
2729,4.51,yes
2730,4.79,yes
2731,4.56,yes
2732,4.50,yes
2733,4.51,yes
2734,4.48,yes
2735,4.98,yes
2736,5.15,yes
2737,5.57,yes
2738,4.50,yes
2739,4.55,yes
2740,4.41,yes
2741,4.45,yes
2742,4.49,yes
2743,4.89,yes
2744,4.54,yes
2745,4.99,yes
2746,4.44,yes
2747,4.54,yes
2748,4.75,yes
2749,4.47,yes
2750,5.77,yes
2751,4.47,yes
2752,4.54,yes
2753,4.46,yes
2754,4.50,yes
2755,4.51,yes
2756,4.52,yes
2757,4.53,yes
2758,5.69,yes
2759,4.54,yes
2760,4.46,yes
2761,4.48,yes
2762,4.44,yes
2763,4.47,yes
2764,4.71,yes
2765,4.48,yes
2766,5.62,yes
2767,5.37,yes
2768,5.05,yes
2769,4.56,yes
2770,4.51,yes
2771,4.57,yes
2772,4.43,yes
2773,4.63,yes
2774,4.84,yes
2775,4.63,yes
2776,4.57,yes
2777,4.50,yes
2778,4.50,yes
2779,4.87,yes
2780,4.50,yes
2781,4.43,yes
2782,4.52,yes
2783,4.56,yes
2784,4.82,yes
2785,4.51,yes
2786,4.52,yes
2787,4.23,yes
2788,4.58,yes
2789,8.68,yes
2790,4.88,yes
2791,4.38,yes
2792,4.80,yes
2793,5.13,yes
2794,4.45,yes
2795,4.62,yes
2796,4.46,yes
2797,4.45,yes
2798,4.83,yes
2799,4.65,yes
2800,4.49,yes
2801,4.43,yes
2802,4.47,yes
2803,4.64,yes
2804,4.55,yes
2805,4.48,yes
2806,5.36,yes
2807,4.50,yes
2808,4.46,yes
2809,4.54,yes
2810,4.59,yes
2811,4.54,yes
2812,4.39,yes
2813,4.63,yes
2814,4.98,yes
2815,4.50,yes
2816,4.84,yes
2817,4.54,yes
2818,4.44,yes
2819,4.64,yes
2820,3.98,yes
2821,4.49,yes
2822,4.59,yes
2823,4.57,yes
2824,4.89,yes
2825,4.82,yes
2826,3.87,yes
2827,4.53,yes
2828,4.51,yes
2829,4.56,yes
2830,7.21,yes
2831,4.53,yes
2832,4.35,yes
2833,4.92,yes
2834,4.52,yes
2835,4.60,yes
2836,4.46,yes
2837,4.45,yes
2838,4.34,yes
2839,4.91,yes
2840,4.46,yes
2841,4.36,yes
2842,4.34,yes
2843,4.37,yes
2844,4.44,yes
2845,2.93,yes
2846,4.38,yes
2847,4.44,yes
2848,4.40,yes
2849,4.50,yes
2850,4.50,yes
2851,5.14,yes
2852,4.41,yes
2853,4.53,yes
2854,5.20,yes
2855,4.42,yes
2856,4.53,yes
2857,4.38,yes
2858,4.39,yes
2859,4.43,yes
2860,4.43,yes
2861,4.40,yes
2862,4.10,yes
2863,4.36,yes
2864,4.79,yes
2865,4.42,yes
2866,4.38,yes
2867,4.34,yes
2868,4.84,yes
2869,4.43,yes
2870,4.71,yes
2871,4.34,yes
2872,4.36,yes
2873,4.29,yes
2874,4.35,yes
2875,4.55,yes
2876,4.43,yes
2877,4.49,yes
2878,4.41,yes
2879,5.78,yes
2880,4.58,yes
2881,4.72,yes
2882,4.56,yes
2883,4.56,yes
2884,5.22,yes
2885,5.24,yes
2886,4.60,yes
2887,5.16,yes
2888,5.37,yes
2889,4.51,yes
2890,4.69,yes
2891,4.53,yes
