index,latency_ms
1869,4.520000
1870,4.590000
1871,4.680000
1872,4.390000
1873,4.700000
1874,4.490000
1875,5.180000
1876,4.600000
1877,4.960000
1878,4.540000
1879,4.450000
1880,4.530000
1881,4.450000
1882,4.420000
1883,5.160000
1884,4.480000
1885,4.860000
1886,4.870000
1887,4.460000
1888,4.480000
1889,4.560000
1890,4.480000
1891,4.610000
1892,5.270000
1893,4.470000
1894,4.440000
1895,4.840000
1896,4.550000
1897,4.480000
1898,4.510000
1899,5.170000
1900,4.640000
1901,4.690000
1902,4.530000
1903,4.560000
1904,5.360000
1905,4.580000
1906,4.440000
1907,4.560000
1908,5.380000
1909,4.860000
1910,4.480000
1911,4.870000
1912,4.370000
1913,4.480000
1914,4.430000
1915,4.530000
1916,5.480000
1917,4.350000
1918,4.560000
1919,4.440000
1920,4.780000
1921,4.470000
1922,4.490000
1923,4.540000
1924,4.670000
1925,5.850000
1926,4.460000
1927,4.510000
1928,4.520000
1929,4.480000
1930,4.340000
1931,4.390000
1932,4.500000
1933,4.480000
1934,4.420000
1935,4.470000
1936,4.340000
1937,4.390000
1938,4.500000
1939,4.450000
1940,4.450000
1941,4.490000
1942,6.100000
1943,5.470000
1944,4.650000
1945,4.700000
1946,4.590000
1947,4.580000
1948,4.610000
1949,4.730000
1950,5.790000
1951,4.290000
1952,4.560000
1953,5.110000
1954,4.530000
1955,4.790000
1956,4.530000
1957,4.510000
1958,4.560000
1959,4.630000
1960,4.520000
1961,4.450000
1962,4.430000
1963,4.610000
1964,5.110000
1965,4.870000
1966,4.410000
1967,4.770000
1968,5.260000
1969,4.740000
1970,4.530000
1971,4.500000
1972,4.570000
1973,4.480000
1974,4.470000
1975,4.530000
1976,4.700000
1977,4.970000
1978,4.470000
1979,4.420000
1980,4.500000
1981,4.450000
1982,4.580000
1983,4.520000
1984,4.620000
1985,4.500000
1986,4.590000
1987,4.540000
1988,4.830000
1989,4.570000
1990,5.130000
1991,4.640000
1992,4.720000
1993,4.500000
1994,4.620000
1995,5.100000
1996,4.560000
1997,4.530000
1998,4.580000
1999,4.860000
2000,5.040000
2001,4.660000
2002,4.510000
2003,4.650000
2004,4.490000
2005,4.610000
2006,4.560000
2007,4.570000
2008,4.640000
2009,4.590000
2010,4.620000
2011,4.410000
2012,4.510000
2013,4.880000
2014,4.560000
2015,4.470000
2016,4.540000
2017,4.560000
2018,4.950000
2019,4.600000
2020,4.410000
2021,4.530000
2022,4.600000
2023,5.530000
2024,4.950000
2025,4.550000
2026,4.510000
2027,4.580000
2028,4.510000
2029,4.470000
2030,4.460000
2031,4.430000
2032,4.450000
2033,5.870000
2034,4.960000
2035,4.560000
2036,4.660000
2037,4.520000
2038,4.400000
2039,4.540000
2040,4.520000
2041,4.690000
2042,4.490000
2043,4.870000
2044,4.560000
2045,4.540000
2046,4.510000
2047,4.640000
2048,4.650000
2049,4.480000
2050,5.010000
2051,4.510000
2052,4.790000
2053,4.830000
2054,4.350000
2055,4.540000
2056,4.530000
2057,4.710000
2058,4.870000
2059,4.480000
2060,4.800000
2061,4.390000
2062,5.420000
2063,5.230000
2064,4.720000
2065,4.540000
2066,4.450000
2067,4.520000
2068,4.690000
2069,4.700000
2070,4.730000
2071,4.550000
2072,4.490000
2073,5.310000
2074,6.220000
2075,4.700000
2076,4.550000
2077,4.640000
2078,4.500000
2079,4.580000
2080,4.560000
2081,5.190000
2082,4.450000
2083,4.560000
2084,4.830000
2085,4.470000
2086,4.430000
2087,4.560000
2088,4.700000
2089,4.410000
2090,4.510000
2091,4.490000
2092,4.540000
2093,4.690000
2094,3.020000
2095,4.920000
2096,4.620000
2097,4.900000
2098,4.600000
2099,4.360000
2100,4.510000
2101,4.520000
2102,5.320000
2103,4.430000
2104,4.610000
2105,4.450000
2106,5.130000
2107,4.550000
2108,4.570000
2109,4.610000
2110,4.860000
2111,4.560000
2112,4.510000
2113,4.520000
2114,4.470000
2115,4.440000
2116,4.500000
2117,4.800000
2118,4.550000
2119,4.550000
2120,4.470000
2121,4.320000
2122,4.720000
2123,4.420000
2124,4.620000
2125,4.540000
2126,4.520000
2127,4.830000
2128,4.460000
2129,4.530000
2130,4.630000
2131,4.420000
2132,4.470000
2133,4.240000
2134,4.510000
2135,4.520000
2136,4.390000
2137,4.540000
2138,4.360000
2139,5.690000
2140,4.520000
2141,5.040000
2142,4.810000
2143,5.160000
2144,4.520000
2145,4.550000
2146,4.560000
2147,4.550000
2148,4.600000
2149,4.290000
2150,4.460000
2151,5.150000
2152,5.100000
2153,5.640000
2154,4.540000
2155,4.550000
2156,4.910000
2157,5.220000
2158,4.530000
2159,5.130000
2160,4.560000
2161,5.160000
2162,4.470000
2163,4.640000
2164,4.520000
2165,4.480000
2166,4.650000
2167,4.430000
2168,5.220000
2169,4.430000
2170,4.430000
2171,4.770000
2172,4.800000
2173,4.430000
2174,4.530000
2175,4.480000
2176,4.510000
2177,4.600000
2178,4.630000
2179,4.630000
2180,4.740000
2181,4.730000
2182,5.380000
2183,5.280000
2184,4.430000
2185,4.700000
2186,4.500000
2187,4.420000
2188,4.540000
2189,4.430000
2190,4.410000
2191,4.450000
2192,4.510000
2193,4.750000
2194,4.720000
2195,4.850000
2196,4.570000
2197,5.050000
2198,4.600000
2199,4.480000
2200,4.500000
2201,4.670000
2202,4.530000
2203,4.520000
2204,4.510000
2205,4.480000
2206,4.760000
2207,5.190000
2208,4.890000
2209,4.560000
2210,4.530000
2211,4.510000
2212,4.390000
2213,4.410000
2214,4.620000
2215,5.170000
2216,4.450000
2217,4.600000
2218,4.710000
2219,4.620000
2220,4.420000
2221,4.490000
2222,4.750000
2223,4.590000
2224,4.660000
2225,4.560000
2226,4.450000
2227,4.560000
2228,4.870000
2229,4.540000
2230,4.940000
2231,5.320000
2232,4.600000
2233,4.510000
2234,4.780000
2235,4.570000
2236,4.950000
2237,4.720000
2238,4.620000
2239,4.510000
2240,4.640000
2241,4.700000
2242,4.480000
2243,5.280000
2244,5.520000
2245,4.720000
2246,4.380000
2247,4.510000
2248,4.510000
2249,4.730000
2250,4.800000
2251,6.800000
2252,4.510000
2253,4.550000
2254,4.440000
2255,4.460000
2256,4.510000
2257,3.870000
2258,4.420000
2259,4.510000
2260,4.450000
2261,4.450000
2262,4.520000
2263,4.590000
2264,4.550000
2265,4.580000
2266,4.450000
2267,4.540000
2268,4.400000
2269,4.590000
2270,4.490000
2271,4.550000
2272,4.520000
2273,4.390000
2274,4.460000
2275,4.320000
2276,4.510000
2277,4.490000
2278,4.590000
2279,4.400000
2280,4.510000
2281,4.400000
2282,4.580000
2283,4.480000
2284,5.030000
2285,4.590000
2286,4.510000
2287,4.480000
2288,5.380000
2289,4.490000
2290,4.540000
2291,4.640000
2292,4.480000
2293,4.670000
2294,4.490000
2295,4.480000
2296,4.430000
2297,4.460000
2298,4.410000
2299,4.400000
2300,4.450000
2301,4.570000
2302,4.480000
2303,4.600000
2304,5.100000
2305,4.390000
2306,4.380000
2307,4.940000
2308,4.540000
2309,4.490000
2310,4.510000
2311,4.460000
2312,4.500000
2313,4.750000
2314,4.560000
2315,4.450000
2316,5.400000
2317,4.460000
2318,5.240000
2319,4.390000
2320,4.470000
2321,4.550000
2322,4.690000
2323,4.590000
2324,4.320000
2325,4.530000
2326,4.570000
2327,4.580000
2328,4.430000
2329,5.600000
2330,4.550000
2331,4.850000
2332,4.640000
2333,3.760000
2334,4.560000
2335,5.320000
2336,4.510000
2337,4.410000
2338,4.550000
2339,4.350000
2340,4.480000
2341,4.480000
2342,4.430000
2343,2.830000
2344,5.270000
2345,4.480000
2346,4.490000
2347,4.500000
2348,4.440000
2349,4.410000
2350,4.450000
2351,4.450000
2352,4.510000
2353,5.070000
2354,4.460000
2355,4.490000
2356,4.500000
2357,4.320000
2358,5.480000
2359,4.670000
2360,4.800000
2361,4.730000
2362,4.760000
2363,4.590000
2364,4.440000
2365,4.390000
2366,4.640000
2367,4.420000
2368,4.670000
2369,4.520000
2370,4.540000
2371,4.500000
2372,4.700000
2373,4.500000
2374,4.670000
2375,4.440000
2376,4.480000
2377,4.560000
2378,4.620000
2379,4.640000
2380,4.410000
2381,4.500000
2382,4.440000
2383,4.710000
2384,4.870000
2385,4.520000
2386,4.650000
2387,4.480000
2388,4.870000
2389,4.700000
2390,4.440000
2391,4.450000
2392,4.500000
2393,5.700000
2394,4.590000
2395,5.780000
2396,4.510000
2397,5.010000
2398,4.800000
2399,4.770000
2400,4.440000
2401,4.510000
2402,4.840000
2403,4.490000
2404,4.530000
2405,4.520000
2406,4.560000
2407,4.560000
2408,4.460000
2409,4.820000
2410,4.480000
2411,4.490000
2412,4.550000
2413,5.540000
2414,4.500000
2415,4.430000
2416,4.560000
2417,4.450000
2418,4.470000
2419,4.510000
2420,4.480000
2421,4.740000
2422,4.500000
2423,5.190000
2424,4.580000
2425,4.410000
2426,4.750000
2427,4.890000
2428,4.680000
2429,4.490000
2430,4.460000
2431,4.870000
2432,4.520000
2433,5.480000
2434,4.460000
2435,4.540000
2436,4.600000
2437,4.540000
2438,4.730000
2439,4.510000
2440,4.610000
2441,5.260000
2442,4.500000
2443,4.430000
2444,4.550000
2445,5.610000
2446,4.850000
2447,4.460000
2448,4.470000
2449,4.380000
2450,4.480000
2451,4.540000
2452,4.490000
2453,4.490000
2454,5.360000
2455,4.390000
2456,4.820000
2457,5.040000
2458,4.470000
2459,4.600000
2460,4.600000
2461,4.470000
2462,4.680000
2463,4.470000
2464,4.550000
2465,4.290000
2466,4.550000
2467,4.420000
2468,4.560000
2469,4.410000
2470,4.540000
2471,5.170000
2472,4.350000
2473,4.490000
2474,5.550000
2475,4.620000
2476,4.690000
2477,4.490000
2478,4.540000
2479,4.560000
2480,4.790000
2481,4.710000
2482,4.790000
2483,4.560000
2484,4.950000
2485,4.610000
2486,4.530000
2487,4.340000
2488,4.520000
2489,4.750000
2490,4.840000
2491,3.610000
2492,4.490000
2493,4.610000
2494,4.770000
2495,4.520000
2496,4.730000
2497,4.450000
2498,4.650000
2499,4.420000
2500,4.550000
2501,4.610000
2502,4.530000
2503,4.450000
2504,4.460000
2505,4.630000
2506,4.800000
2507,4.460000
2508,4.540000
2509,4.770000
2510,4.530000
2511,4.620000
2512,4.590000
2513,5.180000
2514,5.320000
2515,4.980000
2516,4.790000
2517,5.540000
2518,4.760000
2519,4.570000
2520,4.640000
2521,4.510000
2522,4.570000
2523,4.520000
2524,4.560000
2525,4.900000
2526,4.410000
2527,4.850000
2528,4.430000
2529,4.510000
2530,4.760000
2531,5.060000
2532,4.620000
2533,4.890000
2534,5.130000
2535,4.440000
2536,4.980000
2537,5.360000
2538,5.050000
2539,4.540000
2540,4.480000
2541,4.500000
2542,4.470000
2543,4.510000
2544,4.520000
2545,4.430000
2546,4.620000
2547,4.520000
2548,4.830000
2549,4.560000
2550,4.460000
2551,4.560000
2552,4.530000
2553,5.000000
2554,4.530000
2555,4.570000
2556,5.320000
2557,4.550000
2558,4.570000
2559,4.740000
2560,4.660000
2561,4.760000
2562,4.550000
2563,4.670000
2564,4.580000
2565,4.920000
2566,4.680000
2567,4.540000
2568,4.550000
2569,4.630000
2570,4.570000
2571,5.340000
2572,4.480000
2573,4.830000
2574,4.830000
2575,4.620000
2576,4.570000
2577,4.540000
2578,4.530000
2579,4.510000
2580,4.470000
2581,4.590000
2582,4.500000
2583,4.590000
2584,4.740000
2585,4.570000
2586,4.510000
2587,4.560000
2588,5.130000
2589,4.550000
2590,4.860000
2591,4.520000
2592,4.390000
2593,4.680000
2594,4.450000
2595,4.560000
2596,5.050000
2597,4.350000
2598,4.820000
2599,5.280000
2600,4.510000
2601,4.550000
2602,4.570000
2603,4.490000
2604,5.080000
2605,4.650000
2606,4.620000
2607,4.570000
2608,4.750000
2609,4.600000
2610,4.600000
2611,4.450000
2612,4.670000
2613,4.540000
2614,4.470000
2615,4.590000
2616,4.400000
2617,4.520000
2618,4.500000
2619,4.360000
2620,4.420000
2621,4.770000
2622,4.410000
2623,4.410000
2624,4.710000
2625,4.550000
2626,4.510000
2627,5.230000
2628,5.040000
2629,4.690000
2630,4.540000
2631,4.480000
2632,4.600000
2633,4.570000
2634,4.960000
2635,4.390000
2636,4.460000
2637,4.400000
2638,4.390000
2639,4.270000
2640,4.450000
2641,4.870000
2642,4.690000
2643,4.770000
2644,4.460000
2645,4.840000
2646,4.450000
2647,4.650000
2648,4.440000
2649,4.550000
2650,4.380000
2651,4.410000
2652,4.480000
2653,4.470000
2654,4.470000
2655,4.510000
2656,4.530000
2657,4.470000
2658,4.680000
2659,4.570000
2660,4.550000
2661,4.610000
2662,4.630000
2663,4.450000
2664,4.890000
2665,4.520000
2666,4.700000
2667,4.650000
2668,4.600000
2669,4.700000
2670,4.560000
2671,4.670000
2672,4.500000
2673,4.600000
2674,4.670000
2675,4.550000
2676,4.570000
2677,4.750000
2678,4.560000
2679,4.620000
2680,4.790000
2681,4.520000
2682,4.690000
2683,4.520000
2684,4.500000
2685,4.530000
2686,4.850000
2687,4.840000
2688,4.420000
2689,4.470000
2690,4.940000
2691,4.530000
2692,4.540000
2693,4.470000
2694,4.560000
2695,3.260000
2696,4.770000
2697,4.510000
2698,4.610000
2699,4.500000
2700,4.460000
2701,4.490000
2702,4.520000
2703,4.800000
2704,4.500000
2705,4.830000
2706,4.550000
2707,4.330000
2708,4.590000
2709,4.460000
2710,4.570000
2711,4.950000
2712,4.520000
2713,5.190000
2714,4.470000
2715,4.380000
2716,4.600000
2717,4.510000
2718,4.580000
2719,5.000000
2720,4.520000
2721,4.900000
2722,4.890000
2723,4.460000
2724,4.580000
2725,4.850000
2726,4.670000
2727,4.800000
2728,4.400000
2729,4.510000
2730,4.790000
2731,4.560000
2732,4.500000
2733,4.510000
2734,4.480000
2735,4.980000
2736,5.150000
2737,5.570000
2738,4.500000
2739,4.550000
2740,4.410000
2741,4.450000
2742,4.490000
2743,4.890000
2744,4.540000
2745,4.990000
2746,4.440000
2747,4.540000
2748,4.750000
2749,4.470000
2750,5.770000
2751,4.470000
2752,4.540000
2753,4.460000
2754,4.500000
2755,4.510000
2756,4.520000
2757,4.530000
2758,5.690000
2759,4.540000
2760,4.460000
2761,4.480000
2762,4.440000
2763,4.470000
2764,4.710000
2765,4.480000
2766,5.620000
2767,5.370000
2768,5.050000
2769,4.560000
2770,4.510000
2771,4.570000
2772,4.430000
2773,4.630000
2774,4.840000
2775,4.630000
2776,4.570000
2777,4.500000
2778,4.500000
2779,4.870000
2780,4.500000
2781,4.430000
2782,4.520000
2783,4.560000
2784,4.820000
2785,4.510000
2786,4.520000
2787,4.230000
2788,4.580000
2789,8.680000
2790,4.880000
2791,4.380000
2792,4.800000
2793,5.130000
2794,4.450000
2795,4.620000
2796,4.460000
2797,4.450000
2798,4.830000
2799,4.650000
2800,4.490000
2801,4.430000
2802,4.470000
2803,4.640000
2804,4.550000
2805,4.480000
2806,5.360000
2807,4.500000
2808,4.460000
2809,4.540000
2810,4.590000
2811,4.540000
2812,4.390000
2813,4.630000
2814,4.980000
2815,4.500000
2816,4.840000
2817,4.540000
2818,4.440000
2819,4.640000
2820,3.980000
2821,4.490000
2822,4.590000
2823,4.570000
2824,4.890000
2825,4.820000
2826,3.870000
2827,4.530000
2828,4.510000
2829,4.560000
2830,7.210000
2831,4.530000
2832,4.350000
2833,4.920000
2834,4.520000
2835,4.600000
2836,4.460000
2837,4.450000
2838,4.340000
2839,4.910000
2840,4.460000
2841,4.360000
2842,4.340000
2843,4.370000
2844,4.440000
2845,2.930000
2846,4.380000
2847,4.440000
2848,4.400000
2849,4.500000
2850,4.500000
2851,5.140000
2852,4.410000
2853,4.530000
2854,5.200000
2855,4.420000
2856,4.530000
2857,4.380000
2858,4.390000
2859,4.430000
2860,4.430000
2861,4.400000
2862,4.100000
2863,4.360000
2864,4.790000
2865,4.420000
2866,4.380000
2867,4.340000
2868,4.840000
2869,4.430000
2870,4.710000
2871,4.340000
2872,4.360000
2873,4.290000
2874,4.350000
2875,4.550000
2876,4.430000
2877,4.490000
2878,4.410000
2879,5.780000
2880,4.580000
2881,4.720000
2882,4.560000
2883,4.560000
2884,5.220000
2885,5.240000
2886,4.600000
2887,5.160000
2888,5.370000
2889,4.510000
2890,4.690000
2891,4.530000
2892,4.390000
2893,4.350000
2894,4.580000
2895,4.530000
2896,4.560000
2897,4.500000
2898,5.160000
2899,4.490000
2900,6.530000
2901,4.270000
2902,4.470000
2903,4.780000
2904,4.530000
2905,4.480000
2906,4.370000
2907,4.420000
2908,4.480000
2909,4.470000
2910,4.480000
2911,4.710000
2912,4.400000
2913,4.520000
2914,5.260000
2915,4.590000
2916,5.080000
2917,4.590000
2918,4.630000
2919,4.500000
2920,5.020000
2921,4.520000
2922,4.430000
2923,4.580000
2924,4.590000
2925,4.570000
2926,4.600000
2927,4.490000
2928,4.540000
2929,4.540000
2930,4.670000
2931,4.530000
2932,4.530000
2933,4.600000
2934,4.540000
2935,4.540000
2936,4.560000
2937,4.620000
2938,5.150000
2939,4.460000
2940,4.450000
2941,5.520000
2942,4.520000
2943,4.680000
2944,4.530000
2945,4.500000
2946,4.490000
2947,4.450000
2948,4.400000
2949,4.510000
2950,4.640000
2951,4.880000
2952,4.400000
2953,4.410000
2954,4.570000
2955,4.520000
2956,4.560000
2957,4.510000
2958,4.480000
2959,4.720000
2960,4.340000
2961,4.650000
2962,4.410000
2963,4.860000
2964,4.480000
2965,4.410000
2966,4.460000
2967,5.220000
2968,4.530000
2969,4.430000
2970,5.130000
2971,4.480000
2972,4.510000
2973,4.830000
2974,5.020000
2975,4.610000
2976,4.400000
2977,4.550000
2978,4.030000
2979,4.880000
2980,4.480000
2981,4.800000
2982,4.680000
2983,4.540000
2984,4.420000
2985,5.040000
2986,4.470000
2987,4.520000
2988,4.580000
2989,4.530000
2990,4.390000
2991,4.560000
2992,4.490000
2993,4.820000
2994,4.750000
2995,4.510000
2996,4.500000
2997,4.630000
2998,4.520000
2999,4.390000
3000,4.410000
3001,4.800000
3002,4.850000
3003,4.560000
3004,4.410000
3005,4.260000
3006,4.540000
3007,4.270000
3008,4.840000
3009,4.420000
3010,4.430000
3011,4.500000
3012,4.470000
3013,4.790000
3014,4.460000
3015,5.260000
3016,4.420000
3017,4.420000
3018,4.550000
3019,4.400000
3020,5.670000
3021,4.390000
3022,4.710000
3023,4.500000
3024,4.440000
3025,4.400000
3026,4.330000
3027,5.260000
3028,4.520000
3029,4.630000
3030,5.240000
3031,4.340000
3032,4.640000
3033,4.420000
3034,4.820000
3035,4.930000
3036,4.490000
3037,4.450000
3038,4.420000
3039,4.460000
3040,4.510000
3041,4.420000
3042,4.480000
3043,4.640000
3044,4.370000
3045,4.680000
3046,4.780000
3047,4.480000
3048,4.420000
3049,4.470000
3050,4.350000
3051,4.550000
3052,4.490000
3053,4.680000
3054,4.500000
3055,4.470000
3056,3.520000
3057,4.440000
3058,4.500000
3059,4.440000
3060,4.690000
3061,4.600000
3062,4.550000
3063,4.920000
3064,4.650000
3065,4.610000
3066,4.580000
3067,4.550000
3068,4.530000
3069,4.670000
3070,4.460000
3071,4.440000
3072,4.530000
3073,4.520000
3074,4.570000
3075,5.290000
3076,4.600000
3077,4.670000
3078,4.210000
3079,4.460000
3080,4.570000
3081,4.760000
3082,4.420000
3083,5.080000
3084,4.790000
3085,4.650000
3086,4.430000
3087,4.460000
3088,5.740000
3089,4.590000
3090,4.500000
3091,4.370000
3092,4.530000
3093,4.430000
3094,4.580000
3095,4.430000
3096,4.470000
3097,4.790000
3098,5.280000
3099,4.740000
3100,4.770000
3101,4.740000
3102,4.690000
3103,4.950000
3104,4.710000
3105,4.760000
3106,4.660000
3107,4.900000
3108,5.400000
3109,4.650000
3110,3.550000
3111,5.250000
3112,4.650000
3113,5.300000
3114,5.240000
3115,5.530000
3116,4.570000
3117,4.610000
3118,4.800000
3119,4.650000
3120,4.880000
3121,4.620000
3122,4.500000
3123,4.640000
3124,4.680000
3125,4.550000
3126,4.910000
3127,4.490000
3128,4.690000
3129,4.770000
3130,4.560000
3131,4.640000
3132,5.420000
3133,4.650000
3134,4.650000
3135,4.630000
3136,4.430000
3137,4.550000
3138,4.770000
3139,4.830000
3140,4.510000
3141,4.440000
3142,4.510000
3143,4.460000
3144,4.460000
3145,4.680000
3146,5.220000
3147,4.630000
3148,4.450000
3149,4.530000
3150,4.580000
3151,4.570000
3152,4.510000
3153,4.390000
3154,4.540000
3155,4.520000
3156,4.590000
3157,4.560000
3158,4.430000
3159,4.690000
3160,4.500000
3161,5.630000
3162,4.770000
3163,4.410000
3164,4.530000
3165,4.460000
3166,4.600000
3167,4.450000
3168,4.310000
3169,4.630000
3170,4.460000
3171,4.500000
3172,4.540000
3173,4.580000
3174,4.760000
3175,4.460000
3176,4.550000
3177,4.470000
3178,4.540000
3179,4.390000
3180,4.550000
3181,5.660000
3182,4.630000
3183,4.590000
3184,4.570000
3185,4.820000
3186,4.500000
3187,4.580000
3188,4.980000
3189,4.600000
3190,4.800000
3191,4.840000
3192,4.400000
3193,5.020000
3194,4.460000
3195,4.390000
3196,4.590000
3197,4.530000
3198,4.660000
3199,4.510000
3200,4.550000
3201,4.500000
3202,4.680000
3203,4.500000
3204,4.440000
3205,4.560000
3206,4.690000
3207,4.750000
3208,4.570000
3209,4.580000
3210,4.450000
3211,4.400000
3212,4.740000
3213,4.550000
3214,4.540000
3215,4.450000
3216,4.520000
3217,4.500000
3218,4.690000
3219,4.420000
3220,4.620000
3221,4.400000
3222,4.400000
3223,4.570000
3224,4.390000
3225,4.450000
3226,4.520000
3227,4.600000
3228,4.500000
3229,4.550000
3230,4.460000
3231,4.520000
3232,4.450000
3233,4.630000
3234,4.490000
3235,4.400000
3236,4.470000
3237,4.480000
3238,4.710000
3239,4.500000
3240,4.550000
3241,4.600000
3242,4.500000
3243,4.520000
3244,4.460000
3245,4.540000
3246,4.420000
3247,4.360000
3248,7.630000
3249,4.490000
3250,4.440000
3251,4.490000
3252,5.950000
3253,4.960000
3254,5.630000
3255,4.480000
3256,5.230000
3257,4.520000
3258,4.510000
3259,4.590000
3260,4.500000
3261,4.570000
3262,4.400000
3263,4.480000
3264,4.760000
3265,4.550000
3266,4.750000
3267,4.430000
3268,4.340000
3269,4.520000
3270,4.520000
3271,4.770000
3272,4.690000
3273,4.530000
3274,4.700000
3275,4.640000
3276,4.540000
3277,4.690000
3278,4.950000
3279,4.450000
3280,4.930000
3281,4.390000
3282,4.800000
3283,4.670000
3284,5.160000
3285,4.500000
3286,4.470000
3287,4.440000
3288,5.030000
3289,4.820000
3290,4.520000
3291,4.510000
3292,3.680000
3293,4.480000
3294,5.050000
3295,5.040000
3296,4.480000
3297,4.430000
3298,4.510000
3299,4.460000
3300,4.500000
3301,4.320000
3302,3.290000
3303,4.460000
3304,4.470000
3305,4.770000
3306,4.630000
3307,7.590000
3308,4.480000
3309,4.660000
3310,4.460000
3311,4.740000
3312,5.230000
3313,4.510000
3314,4.390000
3315,4.580000
3316,4.580000
3317,4.720000
3318,4.640000
3319,4.440000
3320,4.810000
3321,4.480000
3322,4.630000
3323,4.410000
3324,4.710000
3325,4.470000
3326,4.550000
3327,4.570000
3328,4.630000
3329,4.480000
3330,5.070000
3331,4.760000
3332,4.510000
3333,4.950000
3334,4.930000
3335,4.970000
3336,4.490000
3337,4.580000
3338,4.440000
3339,5.600000
3340,4.630000
3341,5.240000
3342,4.530000
3343,4.570000
3344,4.390000
3345,4.400000
3346,4.700000
3347,4.410000
3348,4.420000
3349,4.510000
3350,4.430000
3351,4.750000
3352,4.760000
3353,4.860000
3354,4.600000
3355,4.600000
3356,5.390000
3357,4.380000
3358,4.400000
3359,4.510000
3360,4.860000
3361,4.700000
3362,4.540000
3363,4.780000
3364,4.480000
3365,4.620000
3366,4.410000
3367,4.530000
3368,4.760000
3369,4.500000
3370,4.470000
3371,4.660000
3372,4.510000
3373,4.570000
3374,4.510000
3375,4.510000
3376,4.440000
3377,4.490000
3378,4.850000
3379,4.840000
3380,4.490000
3381,4.450000
3382,5.470000
3383,4.590000
3384,5.110000
3385,4.510000
3386,4.540000
3387,4.470000
3388,4.470000
3389,4.490000
3390,4.790000
3391,5.360000
3392,5.030000
3393,5.050000
3394,5.080000
3395,4.480000
3396,4.570000
3397,4.820000
3398,4.530000
3399,4.520000
3400,4.500000
3401,4.410000
3402,5.530000
3403,4.430000
3404,4.600000
3405,4.460000
3406,4.400000
3407,4.820000
3408,4.320000
3409,4.550000
3410,4.440000
3411,4.490000
3412,4.530000
3413,4.450000
3414,4.760000
3415,4.560000
3416,3.710000
3417,4.020000
3418,4.470000
3419,4.440000
3420,4.590000
3421,4.530000
3422,4.450000
3423,4.450000
3424,4.810000
3425,4.400000
3426,4.440000
3427,4.340000
3428,5.180000
3429,4.540000
3430,4.670000
3431,4.470000
3432,4.450000
3433,4.580000
3434,5.060000
3435,4.520000
3436,4.570000
3437,4.040000
3438,4.660000
3439,4.700000
3440,4.660000
3441,4.500000
3442,4.800000
3443,4.000000
3444,4.500000
3445,4.550000
3446,4.550000
3447,4.680000
3448,4.720000
3449,4.520000
3450,4.460000
3451,4.740000
3452,4.440000
3453,4.470000
3454,5.630000
3455,4.530000
3456,4.350000
3457,4.380000
3458,4.410000
3459,4.390000
3460,4.420000
3461,4.430000
3462,4.410000
3463,4.470000
3464,4.540000
3465,4.710000
3466,4.480000
3467,4.360000
3468,4.410000
3469,4.640000
3470,4.290000
3471,4.450000
3472,4.480000
3473,4.540000
3474,4.410000
3475,4.490000
3476,4.390000
3477,4.490000
3478,4.510000
3479,4.490000
3480,4.440000
3481,4.490000
3482,3.600000
3483,5.350000
3484,5.250000
3485,4.710000
3486,4.510000
3487,4.440000
3488,4.520000
3489,4.610000
3490,4.520000
3491,4.420000
3492,4.510000
3493,4.500000
3494,4.480000
3495,4.490000
3496,4.320000
3497,4.480000
3498,4.370000
3499,4.490000
3500,4.440000
3501,4.510000
3502,4.370000
3503,5.110000
3504,4.440000
3505,4.450000
3506,4.890000
3507,4.570000
3508,5.010000
3509,4.610000
3510,4.470000
3511,4.440000
3512,4.350000
3513,4.450000
3514,4.790000
3515,4.500000
3516,4.390000
3517,5.190000
3518,4.460000
3519,4.380000
3520,4.500000
3521,4.410000
3522,4.440000
3523,4.580000
3524,4.400000
3525,4.490000
3526,4.790000
3527,4.450000
3528,4.390000
3529,4.420000
3530,4.730000
3531,4.540000
3532,4.530000
3533,4.430000
3534,4.490000
3535,4.620000
3536,4.160000
3537,4.490000
3538,4.500000
3539,4.530000
3540,4.430000
3541,4.310000
3542,4.740000
3543,4.420000
3544,4.430000
3545,4.460000
3546,4.590000
3547,4.660000
3548,4.400000
3549,4.520000
3550,4.600000
3551,4.480000
3552,4.590000
3553,4.490000
3554,5.120000
3555,4.420000
3556,4.660000
3557,4.460000
3558,4.370000
3559,4.500000
3560,4.400000
3561,4.570000
3562,5.160000
3563,4.530000
3564,4.570000
3565,4.380000
3566,4.410000
3567,4.800000
3568,5.220000
3569,4.700000
3570,4.710000
3571,4.500000
3572,4.400000
3573,4.450000
3574,4.530000
3575,4.420000
3576,4.440000
3577,4.380000
3578,4.530000
3579,4.500000
3580,4.460000
3581,5.070000
3582,4.370000
3583,4.420000
3584,4.470000
3585,4.580000
3586,4.460000
3587,4.470000
3588,4.520000
3589,4.360000
3590,4.440000
3591,4.500000
3592,4.400000
3593,4.410000
3594,4.480000
3595,4.740000
3596,4.460000
3597,4.450000
3598,4.520000
3599,4.540000
3600,4.490000
3601,4.670000
3602,4.420000
3603,4.520000
3604,4.480000
3605,5.170000
3606,4.470000
3607,4.490000
3608,4.530000
3609,4.500000
3610,4.350000
3611,4.530000
3612,4.880000
3613,4.540000
3614,4.430000
3615,4.510000
3616,4.490000
3617,4.470000
