index,latency_ms
1329,5.340000
1330,4.690000
1331,4.420000
1332,4.600000
1333,4.500000
1334,4.810000
1335,4.470000
1336,4.560000
1337,4.380000
1338,4.530000
1339,4.700000
1340,4.530000
1341,4.630000
1342,4.590000
1343,4.570000
1344,4.510000
1345,4.460000
1346,5.060000
1347,4.670000
1348,4.550000
1349,4.550000
1350,5.280000
1351,4.470000
1352,4.500000
1353,4.710000
1354,4.500000
1355,4.500000
1356,5.090000
1357,4.480000
1358,4.520000
1359,4.460000
1360,4.520000
1361,4.440000
1362,4.150000
1363,4.470000
1364,4.520000
1365,4.630000
1366,4.430000
1367,4.530000
1368,4.450000
1369,4.860000
1370,4.670000
1371,4.460000
1372,4.480000
1373,4.410000
1374,4.630000
1375,4.520000
1376,4.410000
1377,4.070000
1378,5.180000
1379,4.630000
1380,4.530000
1381,4.480000
1382,4.500000
1383,5.210000
1384,4.530000
1385,4.490000
1386,4.500000
1387,4.440000
1388,4.980000
1389,5.090000
1390,4.810000
1391,4.510000
1392,4.570000
1393,5.890000
1394,4.400000
1395,4.690000
1396,4.420000
1397,4.460000
1398,4.690000
1399,4.560000
1400,4.540000
1401,4.610000
1402,4.590000
1403,4.540000
1404,4.510000
1405,4.850000
1406,4.750000
1407,4.760000
1408,4.830000
1409,4.420000
1410,4.580000
1411,4.430000
1412,4.520000
1413,4.440000
1414,4.620000
1415,5.720000
1416,4.630000
1417,4.500000
1418,4.930000
1419,5.560000
1420,4.540000
1421,4.500000
1422,4.510000
1423,4.820000
1424,4.530000
1425,4.520000
1426,4.840000
1427,4.800000
1428,5.220000
1429,4.790000
1430,4.570000
1431,4.770000
1432,4.670000
1433,4.580000
1434,3.860000
1435,4.500000
1436,4.900000
1437,4.640000
1438,4.480000
1439,4.310000
1440,4.540000
1441,4.650000
1442,4.510000
1443,4.540000
1444,4.520000
1445,4.610000
1446,4.580000
1447,4.980000
1448,4.420000
1449,4.430000
1450,5.860000
1451,4.400000
1452,4.390000
1453,5.610000
1454,4.490000
1455,4.570000
1456,4.390000
1457,4.490000
1458,4.510000
1459,4.470000
